Name,Addr,subway,distSubway
이디야 인헌점,관악구,총신대입구역 4호선,0.7533328983782572
이디야커피 중계롯데우성점,노원구,중계역 7호선,0.8183132185467497
이디야커피 YTN점,중구,서울역 1호선,0.14467952622559166
이디야커피 오장동점,중구,을지로4가역 2호선,0.3810149172554779
이디야커피 목4동점,양천구,염창역 9호선,1.1613449436428933
이디야커피 장한평 군자초교점,동대문구,장한평역 5호선,0.30509168794418895
이디야커피 구산사거리점,은평구,구산역 6호선,0.5193762557748273
이디야커피 월곡동아점,성북구,상월곡역 6호선,0.2320536200290295
이디야커피 상계역점,노원구,상계역 4호선,0.23447665207455248
이디야커피 문정문현점,송파구,장지역 8호선,0.2755668110400811
이디야커피 서초법조타운점,서초구,양재역 3호선,0.22226899421095353
이디야커피 쌍문중앙점,도봉구,쌍문역 4호선,0.36734142453376883
이디야커피 강서NC점,강서구,양천향교역 9호선,1.0471512265825345
이디야커피 신정네거리역점,양천구,신정역 5호선,0.3600721207279185
이디야커피 중곡대원점,광진구,중곡역 7호선,0.3221520199676912
이디야커피 세광교회점,금천구,금천구청역 1호선,1.018561024534845
이디야커피 목3동점,양천구,등촌역 9호선,0.5182483412146541
이디야커피 신림신원점,관악구,신림역 2호선,0.40485517635146123
이디야커피 충무로3가점,중구,충무로역 3호선,0.31756021451685923
이디야커피 신길아이파크점,영등포구,신풍역 7호선,0.5450896997535937
이디야커피 역삼월드점,강남구,한티역 수인분당선,0.5069512343813751
이디야커피 올림픽공원점,송파구,한성백제역 9호선,0.38207827727611676
이디야커피 송파한양점,송파구,송파역 8호선,0.46221382919682197
이디야커피 강동역점,강동구,강동역 5호선,0.36159407462790266
이디야커피 답십리파크자이점,동대문구,외대앞역 1호선,0.3825607864601501
이디야커피 가재울중앙점,서대문구,디지털미디어시티역 6호선,0.7486378274581882
이디야커피 보라매역점,영등포구,보라매역 7호선,0.0593451211004062
이디야커피 중앙대후문점,동작구,상도역 7호선,0.31657803648116906
이디야커피 도림사거리점,영등포구,신풍역 7호선,0.9682789121789188
이디야커피 하계온천점,노원구,하계역 7호선,0.6715290382823189
이디야커피 방화동로점,강서구,신방화역 9호선,0.3534607033867589
이디야커피 상도역점,동작구,상도역 7호선,0.19103575776711273
이디야커피 낙성대역점,관악구,낙성대역 2호선,0.14102341944055566
이디야커피 서울과학기술대점,노원구,공릉역 7호선,0.5093030447774577
이디야커피 선릉사거리점,강남구,삼성중앙역 9호선,0.6450168177067688
이디야커피 개롱역점,송파구,개롱역 5호선,0.20139311066234095
이디야커피 동소문동점,성북구,성신여대입구역 4호선,0.358828847964434
이디야커피 중림점,중구,충정로역 2호선,0.41292489405242433
이디야커피 CBS본사점,양천구,오목교역 5호선,0.4053988867672253
이디야커피 중계중앙점,노원구,노원역 4호선,0.9984659960621808
이디야커피 서울시립대점,동대문구,청량리역 경의중앙선,0.7517982697823342
이디야커피 상암KBS점,마포구,디지털미디어시티역 공항철도,0.38491776171677694
이디야커피 신림문화교점,관악구,신림역 2호선,0.6792500061469176
이디야커피 정릉중앙점,성북구,정릉역 우이신설선,0.82382250978368
이디야커피 신길중앙점,영등포구,신길역 1호선,0.5437122214271352
이디야 가양역점,강서구,가양역 9호선,0.19256729728944152
이디야커피 신정서부점,양천구,신정네거리역 2호선,1.509768992231131
이디야커피 양재언남점,서초구,양재시민의숲역 신분당선,0.6533691764365909
이디야커피 남성역점,동작구,남성역 7호선,0.6734318529911004
이디야커피 가산월드점,금천구,가산디지털단지역 7호선,0.4988885311965287
이디야커피 중곡역점,광진구,중곡역 7호선,0.05113080432854636
이디야커피 청담사거리점,강남구,청담역 7호선,0.6539922855983591
이디야커피 위례아이파크점,송파구,장지역 8호선,1.020122735017418
이디야커피 마포점,마포구,마포역 5호선,0.3400353133670986
이디야커피 회현SK리더스점,중구,회현역 4호선,0.2946080336409503
이디야커피 용산후암점,용산구,서울역 4호선,0.5826329104082175
이디야커피 정릉뉴타운점,성북구,길음역 4호선,0.6050754355261768
이디야커피 충무필동점,중구,충무로역 3호선,0.1657525252613836
이디야커피 역촌사거리점,은평구,구산역 6호선,0.4317607138223569
이디야커피 봉일시장점,관악구,서울대입구역 2호선,0.8309202523128867
이디야커피 구반포역점,서초구,구반포역 9호선,0.3435235276058292
이디야커피 노원중앙점,노원구,노원역 4호선,0.4463197620512396
이디야커피 돈암아리랑점,성북구,성신여대입구역 4호선,0.7683965418445269
이디야커피 난향동점,관악구,금천구청역 1호선,2.2647712480468045
이디야커피 장위뉴타운점,성북구,돌곶이역 6호선,0.9664546091696063
이디야커피 연대서문점,서대문구,신촌역 경의중앙선,0.8674402648567292
이디야커피 동덕여대점,성북구,월곡역 6호선,0.26510041538514406
이디야커피 성수2가점,성동구,성수역 2호선,0.8465898729654276
이디야커피 목동로데오점,양천구,목동역 5호선,0.2524925265195109
이디야커피 시흥동점,금천구,금천구청역 1호선,0.9199927833593307
이디야커피 중곡신성점,광진구,아차산역 5호선,0.4771311146667739
이디야커피 서울삼성내과점,송파구,종합운동장역 2호선,0.31356847813999905
이디야커피 정동점,중구,서대문역 5호선,0.287752380206189
이디야커피 신길성애병원점,영등포구,대방역 1호선,0.4498015020059584
이디야커피 용산원효점,용산구,마포역 5호선,0.591877767751716
이디야커피 경희대점,동대문구,회기역 1호선,0.3362563056729836
이디야커피 오벨리스크점,마포구,마포역 5호선,0.48892906056832003
이디야커피 독립문역점,종로구,독립문역 3호선,0.18338451257105157
이디야커피 수유1동점,강북구,삼양사거리역 우이신설선,0.2656632929711158
이디야커피 대림성모점,동작구,신대방역 2호선,0.5363932055915863
이디야커피 강남세곡점,강남구,복정역 8호선,1.0034482811310022
이디야커피 충무아트홀점,중구,신당역 2호선,0.23395893439501575
이디야커피 명일중앙점,강동구,굽은다리역 5호선,0.2371930067101072
이디야커피 길동역점,강동구,길동역 5호선,0.14206587635832643
이디야커피 삼성중앙점,강남구,삼성중앙역 9호선,0.04865569696952998
이디야커피 거여점,송파구,거여역 5호선,0.21503355243621322
이디야커피 세종로점,중구,광화문역 5호선,0.27887147223033
이디야커피 가산두산위브점,금천구,독산역 1호선,1.061571831220479
이디야커피 종로삼일대로점,종로구,종로3가역 1호선,0.3735717193707689
이디야커피 신촌숲아이파크점,마포구,서강대역 경의중앙선,0.22608088180011526
이디야커피 광운대점,노원구,광운대역 1호선,0.6652881814070417
이디야커피 건대후문점,광진구,어린이대공원역 7호선,0.16410644292622836
이디야커피 불광중앙점,은평구,불광역 3호선,0.28200839568452
이디야커피 용문점,용산구,효창공원앞역 6호선,0.40418433626756817
이디야커피 마곡헤리움점,강서구,우장산역 5호선,0.7309007469414691
이디야커피 우림시장점,중랑구,망우역 경의중앙선,0.8457617372757641
이디야커피 방학역점,도봉구,방학역 1호선,0.41799481023155177
이디야커피 불광역점,은평구,독바위역 6호선,0.520596108008018
이디야커피 문정테라타워점,송파구,문정역 8호선,0.3112637163447724
이디야커피 외대점,동대문구,외대앞역 1호선,0.2396187988627457
이디야커피 노원KT점,노원구,노원역 4호선,0.17142886279989053
이디야커피 성공회대점,구로구,온수역 7호선,0.5269584852475215
이디야커피 염창동점,강서구,염창역 9호선,0.4895332548534217
이디야커피 서울고교점,서초구,방배역 2호선,0.76092726432676
이디야커피 번동점,강북구,미아역 4호선,1.3380242547502526
이디야커피 상일리엔파크점,강동구,강일역 5호선,0.9342192001795951
