Name,Addr,ediya,distEdiya,subway,distSubway
스타벅스 도곡역점,강남구,이디야커피 한티역점,0.651167737638161,도곡역 3호선,0.235748805104962
스타벅스 SSG마켓도곡R점,강남구,이디야커피 강남대치점,0.962157796467835,도곡역 3호선,0.284867593306358
스타벅스 국기원사거리점,강남구,이디야커피 역삼플래티넘점,0.482446013043578,역삼역 2호선,0.335674981818522
스타벅스 강남우성점,강남구,이디야커피 역삼플래티넘점,0.332020726626797,강남역 2호선,0.570860932137708
스타벅스 압구정로점,강남구,이디야커피 압구정로데오역점,0.36920371953718,압구정로데오역 수인분당선,0.643539450832845
스타벅스 대치은마사거리점,강남구,이디야커피 한티역점,0.377862330636062,대치역 3호선,0.570111685740635
스타벅스 삼성점,강남구,이디야커피 선릉점,0.0795414583461908,석촌고분역 9호선,0.156116042030222
스타벅스 서울세관사거리점,강남구,이디야커피 학동역점,0.233761681048648,강남구청역 7호선,0.549228336715224
스타벅스 선릉로점,강남구,이디야커피 선릉사거리점,0.14322501647825,선정릉역 수인분당선,0.70444776731801
스타벅스 역삼대로점,강남구,이디야커피 역삼충현점,0.337870309736938,언주역 9호선,0.769677256043446
스타벅스 코엑스사거리점,강남구,이디야커피 삼성한전점,0.702610401151169,봉은사역 9호선,0.281399358218383
스타벅스 구역삼사거리점,강남구,이디야커피 역삼점,0.143665720700417,강남역 2호선,0.954372272576814
스타벅스 아크플레이스,강남구,이디야커피 역삼충현점,0.466340554039915,역삼역 2호선,0.608978342806212
스타벅스 역삼럭키점,강남구,이디야커피 역삼점,0.411782720482354,매봉역 3호선,0.86497132783685
스타벅스 청담영동대로점,강남구,이디야커피 한티역점,0.907488699359835,학여울역 3호선,0.642922807575842
스타벅스 대치점,강남구,이디야커피 한티역점,0.571252827400836,대치역 3호선,0.571268685972924
스타벅스 삼성현대힐점,강남구,이디야커피 삼성중앙점,0.464641095392416,삼성중앙역 9호선,0.419398524923883
스타벅스 대치한티,강남구,이디야커피 한티역점,0.361848915822078,한티역 수인분당선,0.262736364544757
스타벅스 논현힐탑점,강남구,이디야커피랩,0.134002905257844,언주역 9호선,0.488497327971316
스타벅스 르네상스사거리점,강남구,이디야커피 역삼중앙점,0.281933258584747,선정릉역 수인분당선,0.918988044754408
스타벅스 삼성도심공항점,강남구,이디야커피 선릉점,0.316576823075829,석촌고분역 9호선,0.22404789036306
스타벅스 큰길타워,강남구,이디야커피 역삼중앙점,0.293722489860527,언주역 9호선,0.80569696537188
스타벅스 대치역점,강남구,이디야커피 개포동역점,0.722153172596103,대치역 3호선,0.191936415594739
스타벅스 포스코사거리,강남구,이디야커피 선릉점,0.163744881533051,석촌고분역 9호선,0.0954504562801771
스타벅스 역삼아레나빌딩점,강남구,이디야커피 역삼중앙점,0.0850020510935098,한티역 수인분당선,1.02281325277686
스타벅스 역삼포스코점,강남구,이디야커피 역삼충현점,0.536890062629146,역삼역 2호선,0.502638394436873
스타벅스 대치삼성프라자점,강남구,이디야커피 삼성동점,0.985657957304456,학여울역 3호선,0.58150961483718
스타벅스 수서역사거리점,강남구,이디야커피 수서역점,0.0415523855564225,수서역 3호선,0.112055488971545
스타벅스 압구정윤성빌딩점,강남구,이디야커피 강남도산점,0.261353715461762,압구정역 3호선,0.525515517122094
스타벅스 신사역성일빌딩점,강남구,이디야커피 잠원논현점,0.321267687657573,신사역 3호선,0.29393935328385
스타벅스 봉은사로선정릉점,강남구,이디야커피 삼성중앙점,0.0295260072277452,삼성중앙역 9호선,0.0377765533785879
스타벅스 봉은사역점,강남구,이디야커피 삼성한전점,0.539955093230156,봉은사역 9호선,0.0310285690464997
스타벅스 강동암사DT,강동구,이디야커피 암사3동점,0.814412572441086,암사역 8호선,0.464164253528111
스타벅스 천호로데오점,강동구,이디야커피 천호로데오점,0.0989705571560567,천호역 5호선,0.208460371041441
스타벅스 강동구청DT점,강동구,이디야커피 강동구청점,0.141273669644547,강동구청역 8호선,0.32145479349099
스타벅스 천호역점,강동구,이디야커피 천호로데오점,0.066700797683081,천호역 5호선,0.175525165322764
스타벅스 둔촌동점,강동구,이디야커피 올림픽북문점,0.487330536356292,둔촌동역 5호선,0.599152815812669
스타벅스 상일동점,강동구,이디야커피 상일리엔파크점,0.252474515820696,강일역 5호선,0.748916594599125
스타벅스 길동역점,강동구,이디야커피 길동역점,0.166605869643977,길동역 5호선,0.0364956998442053
스타벅스 강동역점,강동구,이디야커피 강동역점,0.291750499368428,강동역 5호선,0.0722813505211389
스타벅스 명일역점,강동구,이디야커피 암사3동점,0.424675626416462,명일역 5호선,0.138063963838299
스타벅스 명일이마트점,강동구,이디야커피 고덕그라시움후문점,0.982813915242367,상일동역 5호선,0.146311089273606
스타벅스 천호대로길동점,강동구,이디야커피 길동역점,0.152898529421739,길동역 5호선,0.0276282410066751
스타벅스 굽은다리역점,강동구,이디야커피 명일중앙점,0.235831008397924,굽은다리역 5호선,0.0843099864205671
스타벅스 상일동역점,강동구,이디야커피 암사3동점,0.784955721746317,고덕역 5호선,0.553526147412063
스타벅스 천호이마트,강동구,이디야커피 천호로데오점,0.125852125778125,천호역 5호선,0.0516847596382328
스타벅스 천호사거리,강동구,이디야커피 천호중앙점,0.121283947840974,천호역 5호선,0.214428818698008
스타벅스 강북구청사거리점,강북구,이디야커피 수유역점,0.0969988945537875,수유역 4호선,0.0290671192881683
스타벅스 미아뉴타운점,강북구,이디야커피 미아역점,0.361740322752802,삼양사거리역 우이신설선,0.260220950015397
스타벅스 수유역점,강북구,이디야커피 수유역점,0.151551576976562,수유역 4호선,0.217164591392104
스타벅스 미아사거리역점,강북구,이디야커피 미아중앙점,0.154432157891787,미아사거리역 4호선,1.00769384428687
스타벅스 미아역점,강북구,이디야커피 미아역점,0.147144601407094,미아역 4호선,0.45695572587706
스타벅스 파라스파라서울점,강북구,이디야커피 수유사거리점,0.66819004519814,가오리역 우이신설선,0.513301496469053
스타벅스 화곡DT점,강서구,이디야커피 등촌동점,0.247850745418386,등촌역 9호선,0.13309283758773
스타벅스 마곡사이언스타워R,강서구,이디야커피 마곡중앙점,0.0535590571784411,마곡나루역 공항철도,0.791627296090376
스타벅스 방화DT,강서구,이디야커피 방화동로점,0.675256245137587,방화역 5호선,0.46235469843993
스타벅스 마곡나루,강서구,이디야커피 마곡나루역점,0.106893618595573,마곡나루역 공항철도,0.319409597076956
스타벅스 까치산역점,강서구,이디야커피 까치산역점,0.199640792949547,까치산역 5호선,0.132456150314861
스타벅스 화곡동점,강서구,이디야커피 화곡로점,0.102088734186631,화곡역 5호선,0.29332304400485
스타벅스 발산역,강서구,이디야커피 강서NC점,0.0991843149849816,양천향교역 9호선,0.949099377602447
스타벅스 마곡역,강서구,이디야커피 마곡퀸즈파크9점,0,가양역 9호선,0.968785144096713
스타벅스 마곡나루공원,강서구,이디야커피 서울공진초교점,0,우장산역 5호선,0.730900746941469
스타벅스 마곡GMG,강서구,이디야커피 서울공진초교점,0,우장산역 5호선,0.730900746941469
스타벅스 가양역점,강서구,이디야 가양역점,0.231989220452213,가양역 9호선,0.0663351657918523
스타벅스 우장산역,강서구,이디야커피 서울공진초교점,0.673272139598821,우장산역 5호선,0.0583627803724476
스타벅스 등촌,강서구,이디야커피 강서NC점,0.457860392588989,가양역 9호선,0.935648295304128
스타벅스 양천향교역,강서구,이디야커피 발산역점,0.549271048322392,우장산역 5호선,0.651585701267846
스타벅스 강서구청사거리점,강서구,이디야커피 마곡퀸즈파크9점,0.181102130206407,가양역 9호선,0.795985853183757
스타벅스 염창역점,강서구,이디야커피 염창동점,0.437804548718468,염창역 9호선,0.0616584808318317
스타벅스 발산역사거리점,강서구,이디야커피 마곡퀸즈파크9점,0,가양역 9호선,0.968785144096713
스타벅스 등촌대로점,강서구,이디야커피 등촌동점,0.149779976228433,등촌역 9호선,0.153555698143942
스타벅스 가양이마트점,강서구,이디야커피 증미한화점,0.19341419949624,증미역 9호선,0.0777374802692858
스타벅스 낙성대DT점,관악구,이디야커피 낙성대역점,0.311570077571458,낙성대역 2호선,0.17115301090694
스타벅스 관악서울대입구R점,관악구,이디야커피 관악구청점,0.0634996223056349,서울대입구역 2호선,0.207194843634976
스타벅스 신림DT점,관악구,이디야커피 난곡사거리점,0.250422872932328,구로디지털단지역 2호선,0.765243763140524
스타벅스 서울대입구역점,관악구,이디야커피 서울대중앙점,0.207808600708517,서울대입구역 2호선,0.115831759887843
스타벅스 사당R점,관악구,이디야커피 사당중앙점,0.0617278657660977,사당역 2호선,0.063362059695115
스타벅스 신림사거리점,관악구,이디야커피 신림역점,0.271933140216757,신림역 2호선,0.0768645727335489
스타벅스 신림타임스트림점,관악구,이디야커피 신림역점,0.19254735964613,신림역 2호선,0.0517850311869714
스타벅스 낙성대역점,관악구,이디야커피 낙성대역점,0.0908385428889457,낙성대역 2호선,0.206912542065518
스타벅스 서울대역,관악구,이디야커피 서울대입구역점,0.163714295913354,서울대입구역 2호선,0.0661849037792299
스타벅스 신림점,관악구,이디야커피 신림중앙점,0.297751339892364,신림역 2호선,0.216443035106983
스타벅스 보라매대교점,관악구,이디야커피 보라매점,0.129998198775814,신림역 2호선,0.84593229273336
스타벅스 건대입구,광진구,이디야커피 건대역점,0.150802922312367,건대입구역 7호선,0.145290891725491
스타벅스 군자역,광진구,이디야커피 군자역점,0.12195047021401,군자역 7호선 5번출구,0.0703023546470786
스타벅스 구의DT,광진구,이디야커피 구의사거리점,0.126735024577502,아차산역 5호선,0.843877775004119
스타벅스 어린이대공원역,광진구,이디야커피 군자역점,0.473271042838393,어린이대공원역 7호선,0.57393908235925
스타벅스 강변역,광진구,이디야커피 동서울터미널점,0.227685903090418,강변역 2호선,0.170839004163261
스타벅스 구의역,광진구,이디야커피 광진구청점,0.313921893542397,구의역 2호선,0.611473123907445
스타벅스 아차산역,광진구,이디야커피 자양동점,0.249872085501702,아차산역 5호선,0.257821184661029
스타벅스 광나루,광진구,이디야커피 광나루점,0.154721063502416,광나루역 5호선,0.334979705732817
스타벅스 건국클래식,광진구,이디야커피 건대역점,0.313992426916728,건대입구역 7호선,0.288434365497437
스타벅스 자양점,광진구,이디야커피 건대로데오점,0.561718988950317,뚝섬유원지역 7호선,0.436371104530213
스타벅스 자양사거리,광진구,이디야커피 광진구청점,0.300094969629136,구의역 2호선,0.732108941194813
스타벅스 올림픽대교북단,광진구,이디야커피 구의동점,0.0343800224511685,구의역 2호선,0.506515431192714
스타벅스 건대스타시티,광진구,이디야커피 건대역점,0.472700131006816,건대입구역 7호선,0.448732587235083
스타벅스 중곡점,광진구,이디야커피 중곡중앙점,0.192631792623041,군자역 5호선,0.0717188689202006
스타벅스 광장점,광진구,이디야커피 구의동점,0.498755850299126,광나루역 5호선,0.389487690013307
스타벅스 구로호텔점,구로구,이디야커피 구로에이스점,0.401357009601747,구로디지털단지역 2호선,0.323742029251285
스타벅스 신도림점,구로구,이디야커피 구로역광장점,0.310711681182086,구로역 1호선,0.318231393027987
스타벅스 오류동역점,구로구,이디야커피 오류남부점,0.406941994121024,오류동역 1호선,0.0832135758162374
스타벅스 구로디지털타워점,구로구,이디야커피 구로에이스점,0.238363753144297,구로디지털단지역 2호선,0.484594169789662
스타벅스 구로디지털로점,구로구,이디야커피 구로에이스점,0,구로디지털단지역 2호선,0.565792350249983
스타벅스 현대디큐브2F,구로구,이디야커피 신도림테크노마트점,0.202533335918278,신도림역 1호선,0.19349992811268
스타벅스 구로고척점,구로구,이디야커피 고척스카이돔점,0.100771992718479,개봉역 1호선,0.473549667367355
스타벅스 구로에이스점,구로구,이디야커피 구로에이스점,0.0922826953331197,구로디지털단지역 2호선,0.620079658507172
스타벅스 구로NC,구로구,이디야커피 구로NC점,0.137941804667095,구로역 1호선,0.156725261158723
스타벅스 현대디큐브B2,구로구,이디야커피 신도림테크노마트점,0.202533335918278,신도림역 1호선,0.19349992811268
스타벅스 드림마크원점,구로구,이디야커피 구로에이스점,0.304041578595275,남구로역 7호선,0.394688517496079
스타벅스 금천독산점,금천구,이디야커피 가산두산위브점,0.691818596888963,독산역 1호선,0.695979143018866
스타벅스 가산디지털점,금천구,이디야커피 가산리더스타워점,0.140817095349015,가산디지털단지역 7호선,0.242741085882316
스타벅스 금천시흥점,금천구,이디야커피 시흥동점,0.316268180323629,금천구청역 1호선,1.20036787308061
스타벅스 독산사거리점,금천구,이디야커피 시흥대로점,0.495700875981695,독산역 1호선,1.0116697454063
스타벅스 가산디지털단지역점,금천구,이디야커피 가산리더스타워점,0.118866996359982,가산디지털단지역 7호선,0.174703961808301
스타벅스 금천구청역점,금천구,이디야커피 시흥사거리점,0.241025481235242,금천구청역 1호선,0.318572838429972
스타벅스 가산에스케이점,금천구,이디야커피 가산오거리점,0.0849685529046347,가산디지털단지역 7호선,0.229814901131274
스타벅스 가산그레이트점,금천구,이디야커피 가산리더스타워점,0.307080009409573,가산디지털단지역 7호선,0.56368518543373
스타벅스 가산브이타워점,금천구,이디야커피 가산리더스타워점,0.352629595638812,가산디지털단지역 7호선,0.582456295801717
스타벅스 W-mall점,금천구,이디야커피 가산리더스타워점,0.456882412207324,가산디지털단지역 7호선,0.736368794295052
스타벅스 공릉DT점,노원구,이디야커피 태릉입구역점,0.337030193114027,태릉입구역 7호선,0.19006254272208
스타벅스 노원역점,노원구,이디야커피 노원사거리점,0.207210995999004,노원역 7호선,0.140296625067388
스타벅스 공릉역,노원구,이디야커피 공릉역점,0.104445640397807,공릉역 7호선,0.0738825972171102
스타벅스 노원마들역점,노원구,이디야커피 마들역점,0.563356562017902,노원역 4호선,0.690621380574196
스타벅스 상계초교사거리점,노원구,이디야커피 중계롯데우성점,0.158687411284895,중계역 7호선,0.660039712443877
스타벅스 중계역점,노원구,이디야커피 마들역점,0.086753595207314,마들역 7호선,0.280638249800592
스타벅스 노원KT점,노원구,이디야커피 노원KT점,0.0627669785377324,노원역 4호선,0.221434355019792
스타벅스 태릉입구역DT,노원구,이디야커피 태릉입구역점,0.132178404808426,화랑대역 6호선,0.351066261613082
스타벅스 월계역점,노원구,이디야커피 광운대점,1.2100760868565,월계역 1호선,0.130087752515371
스타벅스 은행사거리점,노원구,이디야커피 은행사거리점,0.156596381894348,상계역 4호선,1.201721632349
스타벅스 광운대점,노원구,이디야커피 광운대점,0.37687677633564,광운대역 1호선,0.529680715101078
스타벅스 쌍문역점,도봉구,이디야커피 쌍문역점,0.120893382113391,쌍문역 4호선,0.0543004662413852
스타벅스 창동이마트점,도봉구,이디야커피 창동역점,0.303941736867008,창동역 1호선,0.196870355099043
스타벅스 답십리역점,동대문구,이디야커피 답십리역점,0.0320012137253336,답십리역 5호선,0.223514918711056
스타벅스 회기역사거리점,동대문구,이디야커피 경희대점,0.132225142646775,회기역 1호선,0.206810853042537
스타벅스 장한평역점,동대문구,이디야커피 장안동점,0.24624956342344,장한평역 5호선,0.571364096897005
스타벅스 신설동역점,동대문구,이디야커피 용두동사거리점,0.313482827639015,제기동역 1호선,0.319347427239002
스타벅스 경희대삼거리점,동대문구,이디야커피 경희대점,0.275912560279823,회기역 1호선,0.567145718721049
스타벅스 경희대점,동대문구,이디야커피 경희대점,0.24509034634197,회기역 1호선,0.57996057323623
스타벅스 외대정문점,동대문구,이디야커피 외대점,0.324266119082469,외대앞역 1호선,0.333605805158599
스타벅스 청량리역사점,동대문구,이디야커피 청량리점,0.308979389470327,청량리역 경의중앙선,0
스타벅스 외대점,동대문구,이디야커피 외대점,0.262201927083611,외대앞역 1호선,0.148371067625711
스타벅스 노량진역점,동작구,이디야커피 노량진CTS점,0.321738872127058,노량진역 9호선,0.0984411259611269
스타벅스 보라매공원R점,동작구,이디야커피 보라매점,0.10346619859616,보라매역 7호선,0.907491972486077
스타벅스 사당역점,동작구,이디야커피 사당중앙점,0.323775415416739,사당역 4호선,0.176971759628688
스타벅스 신대방삼거리역점,동작구,이디야커피 신대방삼거리점,0.236453008595336,신대방삼거리역 7호선,0.325345518684522
스타벅스 노량진동점,동작구,이디야커피 노들점,0.124487611592146,노량진역 1호선,0.362743825090192
스타벅스 숭실대입구역,동작구,이디야커피 상도역점,0.765342063806619,숭실대입구역 7호선,0.164143595616648
스타벅스 상도역점,동작구,이디야커피 상도역점,0.0475233842883893,상도역 7호선,0.188124635227622
스타벅스 중앙대점,동작구,이디야커피 중앙대점,0.0257500664792661,흑석역 9호선,0.549385529414488
스타벅스 숭실대점,동작구,이디야커피 총신대점,0.30430726200404,낙성대역 2호선,1.13485432749612
스타벅스 이수자이점,동작구,이디야커피 이수중앙점,0.112769490678021,남성역 7호선,0.057845304432519
스타벅스 남성역점,동작구,이디야커피 남성역점,0.076939531283941,남성역 7호선,0.734615466770639
스타벅스 홍대입구역사거리R점,마포구,이디야커피 홍대중앙점,0.0640687454999636,홍대입구역 2호선,0.366052630342481
스타벅스 홍대역점,마포구,이디야커피 동교중앙점,0.181705572920218,홍대입구역 2호선,0.0495095743364161
스타벅스 망원역점,마포구,이디야커피 망원역점,0.0800863203969821,망원역 6호선,0.0699330274278633
스타벅스 홍대공항철도역점,마포구,이디야커피 서교동점,0.158196445895579,홍대입구역 경의중앙선,0.0910866125769647
스타벅스 상암DMC점,마포구,이디야커피 상암DMC점,0.192380821244116,디지털미디어시티역 공항철도,0.75897570974726
스타벅스 홍대삼거리점,마포구,이디야커피 상수역점,0.222636565855838,상수역 6호선,0.398132047656337
스타벅스 합정점,마포구,이디야커피 합정LIG점,0.161818353888419,합정역 6호선,0.132642103456228
스타벅스 공덕오거리점,마포구,이디야커피 마포데시앙점,0.165338425800424,공덕역 6호선,0.156195738558697
스타벅스 합정메세나몰점,마포구,이디야커피 합정역사거리점,0.217732470969267,합정역 2호선,0.0709830642045942
스타벅스 동교점,마포구,이디야커피 홍대중앙점,0.298200076629727,홍대입구역 2호선,0.325775601566823
스타벅스 상암사보이시티,마포구,이디야커피 상암우리기술점,0.0949610511318469,디지털미디어시티역 경의중앙선,1.04028975640931
스타벅스 망원한강공원점,마포구,이디야커피 한강공원로점,0.407955598609146,망원역 6호선,1.20113795014896
스타벅스 마포염리점,마포구,이디야커피 마포데시앙점,0.137790404476301,공덕역 5호선,0.314801860388253
스타벅스 서교점,마포구,이디야커피 합정역사거리점,0.391652473185368,합정역 2호선,0.258884500835337
스타벅스 서교동사거리,마포구,이디야커피 홍대중앙점,0.216027837996223,합정역 2호선,0.518093155498842
스타벅스 공덕점,마포구,이디야커피 공덕점,0.109793301509856,공덕역 5호선,0.22580614155707
스타벅스 합정폴리스R점,마포구,이디야커피 합정역사거리점,0.148089058150375,합정역 6호선,0
스타벅스 상수역점,마포구,이디야커피 상수역점,0.0887007761435292,상수역 6호선,0.107913916241575
스타벅스 신촌오거리점,마포구,이디야커피 신촌로터리점,0.0981733613242725,신촌역 2호선,0.25544123564221
스타벅스 상암디지털큐브점,마포구,이디야커피 상암DMC점,0.372378583401921,디지털미디어시티역 공항철도,0.884016417311419
스타벅스 마포용강동점,마포구,이디야커피 오벨리스크점,0.31681856299033,마포역 5호선,0.804385609985944
스타벅스 서강광흥창역점,마포구,이디야커피 신촌숲아이파크점,0.219618609510194,광흥창역 6호선,0.215952776854212
스타벅스 마포일진빌딩점,마포구,이디야커피 오벨리스크점,0.0909163172099544,마포역 5호선,0.459034225501036
스타벅스 상암MBC점,마포구,이디야커피 상암DMC점,0.162644897011008,디지털미디어시티역 경의중앙선,0.751827682330344
스타벅스 마포아크로점,마포구,이디야커피 마포데시앙점,0.194804901860105,공덕역 6호선,0.342444056046601
스타벅스 서강대점,마포구,이디야커피 신촌로터리점,0.309903854380425,서강대역 경의중앙선,0.243011784227904
스타벅스 홍대역8번출구점,마포구,이디야커피 서교동점,0.218503549050937,홍대입구역 2호선,0.044348610955938
스타벅스 서강대흥역점,마포구,이디야커피 대흥역점,0.106714667569609,서강대역 경의중앙선,0.739048924252673
스타벅스 애오개역점,마포구,이디야커피 애오개역점,0.119317713953988,애오개역 5호선,0.0895184621122826
스타벅스 상암YTN점,마포구,이디야커피 상암DMC점,0.226201445607195,디지털미디어시티역 경의중앙선,0.649917219798906
스타벅스 마포경찰서후문점,마포구,이디야커피 애오개역점,0.35654638833712,애오개역 5호선,0.203725729781838
스타벅스 마포이마트점,마포구,이디야커피 공덕롯데캐슬점,0.204510931268369,공덕역 6호선,0.0527782013291758
스타벅스 연희DT점,서대문구,이디야커피 연대서문점,0.71692092762173,신촌역 경의중앙선,1.36179343756338
스타벅스 신촌점,서대문구,이디야커피 신촌역점,0.0599810282376569,신촌역 2호선,0.201254943572807
스타벅스 이대R점,서대문구,이디야커피 이화여대점,0.394323104860864,이대역 2호선,0.233449083805341
스타벅스 가재울뉴타운점,서대문구,이디야커피 가재울점,0.411599316674923,증산역 6호선,1.12625570079572
스타벅스 홍제역점,서대문구,이디야커피 홍제역점,0.187457924618665,홍제역 3호선,0.233005848723933
스타벅스 연희동점,서대문구,이디야커피 연대서문점,0.443125647131467,홍대입구역 공항철도 3번출구,1.04710021078531
스타벅스 남가좌사거리점,서대문구,이디야커피 명지대점,0.499828013502512,증산역 6호선,1.22023571910614
스타벅스 신촌명물거리점,서대문구,이디야커피 연세대점,0.129762937747509,신촌역 2호선,0.348452573874207
스타벅스 연대동문점,서대문구,이디야커피 미아역점,0.200970951773461,미아역 4호선,0.525016394650331
스타벅스 신촌역점,서대문구,이디야커피 신촌역점,0.169782542103621,신촌역 2호선,0.317535439939804
스타벅스 연세종합관점,서대문구,이디야커피 연대서문점,0.469779720975586,신촌역 경의중앙선,0.553892683262863
스타벅스 아현역점,서대문구,이디야커피 애오개역점,0.692544023855622,아현역 2호선,0.296297693183341
스타벅스 연세백양로점,서대문구,이디야커피 연대서문점,0.491184430033194,신촌역 경의중앙선,0.736755552324822
스타벅스 연대점,서대문구,이디야커피 연세대점,0.0727946090195503,신촌역 2호선,0.452586252570427
스타벅스 충정타워점,서대문구,이디야커피 충정로역점,0.216777559596413,충정로역 2호선,0.0453994871122845
스타벅스 이대ECC점,서대문구,이디야커피 이화여대점,0,신촌역 경의중앙선,0.463300963315735
스타벅스 충정로역점,서대문구,이디야커피 충정로역점,0.390141014699629,충정로역 2호선,0.19849475096652
스타벅스 신촌아트레온점,서대문구,이디야커피 신촌기차역점,0.290201299564533,신촌역 2호선,0.32069676035851
스타벅스 파미에파크R점,서초구,이디야커피 서울고속버스터미널점,0.347393288731857,고속터미널역 3호선,0.202654945580863
스타벅스 몬테소리점,서초구,이디야커피 역삼플래티넘점,0.447871069050241,역삼역 2호선,0.130829208490503
스타벅스 강남삼성타운점,서초구,이디야커피 역삼플래티넘점,0.23295845571182,강남역 2호선,0.171193187400145
스타벅스 서울웨이브아트센터점,서초구,이디야커피 신사역점,1.23988157256783,잠원역 3호선,0.725395432063108
스타벅스 서울고속터미널점,서초구,이디야커피 서울고속버스터미널점,0,고속터미널역 3호선,0.17794653869824
