,X,Y
0,126.802626476664,37.5637581425
1,126.802635750161,37.5636752664633
2,126.800728729865,37.5657407472242
3,126.802959565705,37.571370299656
4,126.81027662560892,37.560664051991864
5,126.810317388908,37.5606569095237
6,126.810326105318,37.5607902708694
7,126.815275654237,37.5731129137479
8,126.82613879590866,37.55927211017624
9,126.823283529658,37.5586912336904
10,126.826770686382,37.5679189901699
11,126.82942153813794,37.566973201552315
12,126.82542331401592,37.568084590464295
0,126.832581225236,37.5227116796706
1,126.834581279779,37.5370440110294
2,126.835677062576,37.5471114986496
3,126.83579413712916,37.559718321373424
4,126.83524058088312,37.5598185518552
5,126.82613879590866,37.55927211017624
6,126.83582596009867,37.55970944576711
7,126.835099394429,37.5596877103269
8,126.835898454157,37.5596825166674
9,126.826770686382,37.5679189901699
10,126.82942153813794,37.566973201552315
11,126.844867858607,37.4958064620788
12,126.845690775733,37.4959661168675
13,126.845785061523,37.4963086222128
14,126.844872396832,37.4957992599908
15,126.84596749102872,37.497232391126765
16,126.840129840327,37.5116398068978
17,126.840919120824,37.5106713927385
18,126.840602002087,37.5300136784341
19,126.844692467228,37.5302497846189
20,126.84060089720867,37.52840629160393
21,126.841248917461,37.530115461867
22,126.840739845791,37.5290344766344
23,126.8387619190063,37.52972556336013
24,126.839771860951,37.5288304421544
25,126.84063852716007,37.529862359618484
26,126.841528806342,37.5411332630835
27,126.84348489096149,37.54723382971482
28,126.846016887643,37.5463974284513
29,126.836346849134,37.5595894354484
30,126.839462780795,37.5611254064705
31,126.83729286367583,37.56018630129635
32,126.839458284467,37.5611109844229
33,126.839866726473,37.5627648662821
34,126.836044714083,37.5595646893802
35,126.837291765183,37.5601709828509
36,126.846031559183,37.4974225868447
37,126.846085862329,37.4974118455387
38,126.852071790241,37.4989764304314
39,126.847315139173,37.5290422594383
40,126.846645575989,37.5289512918211
41,126.847098041424,37.5289843145128
42,126.846748994664,37.5292757863655
43,126.846623303617,37.5287782707311
44,126.84748756185715,37.52881633100799
45,126.854500120607,37.525025656355
46,126.846054292495,37.5304065397537
47,126.846748987291,37.5292793903592
48,126.846445531187,37.5294051363067
49,126.850506886828,37.5532832166842
50,126.846083760617,37.546894866614
51,126.851362664512,37.5531761774111
52,126.852545848165,37.5546156523075
53,126.847919273992,37.5457547791553
54,126.846192314125,37.5463832411122
55,126.846395475869,37.5471907998889
56,126.85009555188,37.5529817621162
57,126.851495850588,37.5533547424404
58,126.848300775038,37.5495863134374
59,126.852455452892,37.5545434596237
60,126.846852585179,37.5472202255676
61,126.862899231017,37.5321482075266
62,126.862894728594,37.5321355882921
63,126.863539186793,37.5509960479657
64,126.861539099936,37.545724682968
65,126.863584374493,37.5510393480678
66,126.859934125743,37.556815872378
67,126.867595137039,37.5330455562027
68,126.875901002936,37.5485661808494
69,126.867878866131,37.5569115255206
70,126.867688935588,37.5567959852443
71,126.867688935588,37.5567959852443
72,126.867688935588,37.5567959852443
73,126.86777160117,37.5567690479465
74,126.867688935588,37.5567959852443
75,126.883356292474,37.501988385153
76,126.88270893874096,37.49867024162039
77,126.883351751959,37.5019991927335
78,126.88535931226089,37.5063277841408
79,126.880763537681,37.513788954349
80,126.885358167493,37.5063367930767
81,126.88538544899,37.5062467190811
82,126.885467249038,37.5060053291567
83,126.885449109231,37.5060341437188
84,126.885353627001,37.5063476007262
85,126.882580331463,37.5237414488898
86,126.88393368983185,37.52634478976007
87,126.87864876808253,37.54915919048632
88,126.878151774356,37.5478945782355
89,126.87863176578587,37.54917629197519
90,126.878665735319,37.5491637129129
91,126.87817451960032,37.54782522483702
92,126.891154543161,37.5024102903274
93,126.891095588203,37.5025111485877
94,126.89111314926,37.5028787749336
95,126.892370397838,37.4999750854163
96,126.890823313578,37.4968814133708
