Name,Addr
스타벅스 화곡동점,서울 강서구 화곡로 142
스타벅스 성신여대정문,서울 성북구 보문로34길 62
스타벅스 서울고속터미널점,서울 서초구 신반포로 194
스타벅스 어린이대공원역,서울 광진구 능동로 243
스타벅스 사당R점,"서울 관악구 남부순환로 2082-25 1,2층"
스타벅스 불광역점,서울 은평구 통일로 715 1층
스타벅스 신사가로수점,서울 강남구 가로수길 59
스타벅스 신도림점,서울 구로구 경인로 610
스타벅스 발산역,서울 강서구 강서로 388 1층
스타벅스 강동구청DT점,서울 강동구 성내로 32
스타벅스 별다방점,서울 중구 퇴계로 100
스타벅스 양재역점,서울 서초구 강남대로 202 모산빌딩
스타벅스 강변역,서울 광진구 구의동 589-10 구의아크로리버 제1층 109호
스타벅스 강남대로점,서울 강남구 강남대로 456 1-2호 한석타워
스타벅스 신용산역점,서울 용산구 한강대로 95
스타벅스 상봉역점,서울 중랑구 망우로 307
스타벅스 공덕오거리점,서울 마포구 마포대로 86 1층
스타벅스 동빙고점,서울 용산구 장문로 12
스타벅스 신대방삼거리역점,서울 동작구 상도로 102
스타벅스 서울역동자동점,서울 용산구 한강대로 372 센트레빌 아스테리움 서울 KDB생명타워 1층
스타벅스 광화문D타워점,서울 종로구 종로3길 17 1층
스타벅스 길음역점,서울 성북구 정릉로 376
스타벅스 이수역점,서울 서초구 동작대로 112 한신 휴플러스 1층
스타벅스 용산아이파크몰점,서울 용산구 한강대로23길 55 아이파크몰 서관 6층
스타벅스 신사역점,서울 강남구 도산대로 108 렉스타워 1층
스타벅스 상봉점,서울 중랑구 상봉로 131 상봉듀오트리스주상복합
스타벅스 여의도점,서울 영등포구 국제금융로2길 28
스타벅스 한남동R,서울 용산구 독서당로 94
스타벅스 종암DT점,서울 성북구 종암로 17
스타벅스 강북구청사거리점,서울 강북구 도봉로 365
스타벅스 강남2점,"서울 서초구 서초대로77길 27 1, 2층"
스타벅스 중계역점,서울 노원구 동일로 1339 대한빌딩
스타벅스 양재강남빌딩R점,서울 강남구 남부순환로 2621
스타벅스 금호역점,서울 성동구 동호로 99
스타벅스 합정메세나몰점,서울 마포구 양화로 45 메세나폴리스 지하1층 161~164호
스타벅스 교대역점,"서울 서초구 서초중앙로 138 1,2층"
스타벅스 인사점,서울 종로구 인사동길 14
스타벅스 뚝섬역,서울 성동구 아차산로 42
스타벅스 한양대점,"서울 성동구 왕십리로 225 경희빌딩 1,2층"
스타벅스 신림사거리점,"서울 관악구 남부순환로 1619 영일빌딩 1, 2층"
스타벅스 선릉세화빌딩점,서울 강남구 테헤란로64길 18 세화빌딩 1층
스타벅스 이태원역점,서울 용산구 이태원로 188
스타벅스 사가정역점,서울 중랑구 면목로 310
스타벅스 마곡역,서울 강서구 공항대로 168 101~105호
스타벅스 올림픽공원남문점,서울 송파구 위례성대로 102 태평양파크빌라트 아케이드 1층
스타벅스 약수역점,서울 중구 다산로 129
스타벅스 석촌역점,서울 송파구 백제고분로 358 우전빌딩 1층
스타벅스 송파개롱역점,서울 송파구 오금로 420
스타벅스 여의도IFC점,서울 영등포구 국제금융로 10 1층
스타벅스 구파발역점,서울 은평구 진관2로 12 메이플카운티 2차 113~116호
스타벅스 안암역점,서울 성북구 고려대로 102-2
스타벅스 센트럴시티점,서울 서초구 신반포로 176 센트럴시티 1층
스타벅스 오목교역점,서울 양천구 오목로 354
스타벅스 금천독산점,서울 금천구 두산로 70 남서울현대지식산업센터 T로비층 108호
스타벅스 방배카페거리점,서울 서초구 방배중앙로 162
스타벅스 포이점,서울 강남구 논현로 88
스타벅스 강남오거리점,서울 강남구 봉은사로2길 39
스타벅스 엔터식스,서울 성동구 왕십리광장로 17 왕십리역사 엔터식스몰 지하1층
스타벅스 마로니에공원점,서울 종로구 대학로 116 1-2층
스타벅스 동교점,서울 마포구 월드컵북로 22 영준빌딩 1층
스타벅스 선릉역점,서울 강남구 테헤란로 334 LG화재빌딩 1층
스타벅스 상암사보이시티,서울 마포구 월드컵북로54길 17
스타벅스 신림타임스트림점,서울 관악구 신림로 330 포도몰 1층 101호
스타벅스 강남비젼타워점,서울 강남구 테헤란로2길 27 비젼타워 1층
스타벅스 목동8단지점,서울 양천구 목동서로 299
스타벅스 청담점,서울 강남구 도산대로 532 인희빌딩 1층
스타벅스 송파마천사거리DT점,서울 송파구 거마로 78
스타벅스 동부이촌동,서울 용산구 이촌로 198
스타벅스 문래역점,서울 영등포구 당산로 34
스타벅스 강남구청역점,서울 강남구 선릉로 669 웰빙센터 1층
스타벅스 망원한강공원점,서울 마포구 망원동 205-8 2층
스타벅스 마포염리점,서울 마포구 독막로 311
스타벅스 서교점,서울 마포구 양화로 78
스타벅스 중랑구청점,서울 중랑구 신내로 72
스타벅스 고대점,서울 성북구 고려대로24길 51 1층 & 2층
스타벅스 신논현역점,서울 서초구 강남대로 483
스타벅스 마곡나루공원,서울 강서구 마곡중앙5로 47
스타벅스 쌍문역점,서울 도봉구 도봉로 480
스타벅스 노원KT점,서울 노원구 노해로 502
스타벅스 혜화역점,"서울 종로구 대학로12길 4 1,2층"
스타벅스 학여울역점,서울 강남구 영동대로 215
스타벅스 미아뉴타운점,서울 강북구 삼양로 161 행전빌딩
스타벅스 연신내역사거리점,서울 은평구 통일로 842
스타벅스 선릉동신빌딩R점,서울 강남구 테헤란로 409
스타벅스 송파위례,서울 송파구 위례광장로 230
스타벅스 문정법원로R,서울 송파구 송파대로 201
스타벅스 잠실시그마타워점,서울 송파구 올림픽로 289
스타벅스 가로수길점,서울 강남구 논현로175길 94 임도빌딩 1층
스타벅스 오류동역점,서울 구로구 경인로 216 1층
스타벅스 아시아선수촌점,서울 송파구 백제고분로 69 애플타워 175
스타벅스 구산역점,서울 은평구 연서로 146
스타벅스 천호역점,서울 강동구 천호대로 1012 태승빌딩 1층
스타벅스 학동역점,서울 강남구 논현로 704
스타벅스 수유역점,서울 강북구 도봉로 342
스타벅스 당산점,서울 영등포구 양평로 64 1층
스타벅스 노량진동점,서울 동작구 노량진로 190 고려교육타워 어바니엘한강 101~105호
스타벅스 종로관수점,서울 종로구 삼일대로20길 13
스타벅스 송파구청,서울 송파구 오금로 87
스타벅스 압구정R점,서울 강남구 언주로 861
스타벅스 마곡GMG,서울 강서구 마곡중앙6로 16 117~120호
스타벅스 미아사거리역점,서울 강북구 도봉로 32
스타벅스 문정하비오,서울 송파구 송파대로 111 204동 104~107호
스타벅스 신당역사거리점,서울 중구 다산로 258
스타벅스 숭실대입구역,서울 동작구 상도로 354
스타벅스 문래동점,서울 영등포구 선유로 64 대창타운빌 1층
스타벅스 서울교대점,서울 서초구 서초중앙로 64 1층
스타벅스 서교동사거리,서울 마포구 양화로 105
스타벅스 여의도공원R점,서울 영등포구 여의공원로 101
스타벅스 목동역점,서울 양천구 목동로 203
스타벅스 가양역점,서울 강서구 양천로 476
스타벅스 역삼역점,서울 강남구 테헤란로 145 우신빌딩 1층
스타벅스 낙성대역점,서울 관악구 남부순환로 1908
스타벅스 잠실대교남단R점,서울 송파구 송파대로 570 타워730 1층
스타벅스 연희동점,서울 서대문구 연희로 97
스타벅스 공덕점,서울 마포구 마포대로 130
스타벅스 삼청동점,서울 종로구 삼청로 111-1 1층
스타벅스 서울대역,서울 관악구 남부순환로 1817
스타벅스 서래마을입구점,서울 서초구 서래로 48
스타벅스 합정폴리스R점,서울 마포구 양화로 45
스타벅스 서초역점,서울 서초구 반포대로 118 1층
스타벅스 둔촌동점,서울 강동구 양재대로 1303 평원빌딩 1층
스타벅스 선정릉역,서울 강남구 봉은사로 407
스타벅스 도곡공원점,서울 강남구 도곡로 205
스타벅스 구의역,서울 광진구 아차산로 373
스타벅스 동묘앞역점,"서울 종로구 종로 344 101,201호"
스타벅스 가산디지털점,서울 금천구 가산디지털1로 168 우림라이온스벨리 B동 1층
스타벅스 청담공원점,서울 강남구 학동로 506 보라티알 빌딩 1층
스타벅스 가락본동점,서울 송파구 송파대로30길 13
스타벅스 순천향입구점,서울 용산구 대사관로 67
스타벅스 금천시흥점,서울 금천구 시흥대로 164
스타벅스 독산사거리점,서울 금천구 시흥대로 426
스타벅스 황학사거리점,서울 성동구 왕십리로 410 센트라스
스타벅스 국립중앙의료원점,서울 중구 을지로 251
스타벅스 압구정,서울 강남구 압구정로30길 17
스타벅스 영등포구청역점,서울 영등포구 국회대로 558
스타벅스 문정로데오점,서울 송파구 동남로 141
스타벅스 태릉입구역DT,서울 노원구 화랑로 469
스타벅스 압구정역점,"서울 강남구 압구정로 170 관영빌딩 지하1층, 1층"
스타벅스 학동사거리,서울 강남구 도산대로 328
스타벅스 종로3가점,서울 종로구 종로 113-1 1~4층
스타벅스 숙대입구역점,서울 용산구 한강대로 291 지하 1~3층
스타벅스 구로디지털타워점,서울 구로구 디지털로32길 30
스타벅스 상일동점,"서울 강동구 상일로10길 36 1,2층"
스타벅스 종로평창점,서울 종로구 평창12길 3
스타벅스 선유동이레빌딩점,서울 영등포구 선유동2로 57 이레빌딩
스타벅스 송파사거리점,서울 송파구 송파대로 386
스타벅스 방배역점,서울 서초구 방배로 84
스타벅스 상도역점,서울 동작구 상도로37길 1
스타벅스 상수역점,서울 마포구 독막로 88
스타벅스 남가좌사거리점,서울 서대문구 거북골로 84 104동
스타벅스 우장산역,"서울 강서구 강서로 267 송화쇼핑센터 1층,지하층"
스타벅스 사당로데오점,서울 서초구 방배천로 5-4
스타벅스 동여의도점,서울 영등포구 여의도동 43-4 롯데캐슬 아이비 1층 122호
스타벅스 신림점,서울 관악구 신림로 355-1
스타벅스 이수역사거리점,서울 서초구 서초대로 3-4
스타벅스 월계역점,서울 노원구 초안산로2라길 26 104~106호
스타벅스 삼성역섬유센터R점,서울 강남구 테헤란로 518
스타벅스 연신내점,서울 은평구 통일로 867
스타벅스 북촌로점,서울 종로구 북촌로4길 23 1층~3층
스타벅스 신촌명물거리점,서울 서대문구 명물길 24 1~5층
스타벅스 미아역점,서울 강북구 도봉로 196 1층
스타벅스 경희대삼거리점,서울 동대문구 회기로 141
스타벅스 주얼리시티점,서울 종로구 종로 183 주얼리시티 1층
스타벅스 갤러리아팰리스점,서울 송파구 올림픽로 212 갤리러아팰리스 1층
스타벅스 강남교보타워R점,서울 서초구 강남대로 465 1층
스타벅스 중앙대점,서울 동작구 흑석로 75-1
스타벅스 차병원사거리점,서울 강남구 봉은사로 213
스타벅스 신촌오거리점,서울 마포구 신촌로16길 10
스타벅스 서울역사점,서울 용산구 동자동 43-205
스타벅스 중랑역점,서울 중랑구 망우로30길 3
스타벅스 아차산역,서울 광진구 천호대로 676
스타벅스 정부서울청사R점,서울 종로구 새문안로5가길 28 광화문플래티넘 1층
스타벅스 종암점,서울 성북구 종암로 122
스타벅스 강남대로논현R점,서울 서초구 강남대로85길 5
스타벅스 창동이마트점,서울 도봉구 노해로65길 4
스타벅스 광나루,서울 광진구 아차산로 607
스타벅스 성수낙낙,서울 성동구 광나루로8길 31 성수SKV1 2동 1층 101호
스타벅스 도산가로수길점,서울 강남구 도산대로 134 2층
스타벅스 상암디지털큐브점,서울 마포구 상암산로 34 1층
스타벅스 신압구정점,서울 강남구 언주로174길 29
스타벅스 등촌,서울 강서구 공항대로 329 1층
스타벅스 교대점,서울 서초구 서초중앙로 118 KAIS빌딩
스타벅스 길동역점,서울 강동구 양재대로 1487
스타벅스 뱅뱅사거리점,서울 강남구 강남대로 282
스타벅스 마포용강동점,서울 마포구 토정로 295
스타벅스 한성대입구역점,서울 성북구 성북로 11
스타벅스 삼성교점,서울 강남구 영동대로86길 12 동남유화빌딩1층
스타벅스 상왕십리역,서울 성동구 왕십리로 382
스타벅스 가락시장역점,서울 송파구 중대로 121 롯데캐슬 파인힐1층
스타벅스 양천향교역,서울 강서구 강서로 463
스타벅스 논현역점,서울 서초구 강남대로 557
스타벅스 보라매대교점,서울 관악구 보라매로3길 23 대교눈높이보라매 센터 1층
스타벅스 서울타워점,서울 용산구 남산공원길 105 YTN서울타워 1층
스타벅스 강동역점,서울 강동구 천호대로 1089
스타벅스 영동2교점,서울 서초구 논현로 139 대흥빌딩
스타벅스 서강광흥창역점,서울 마포구 서강로 69
스타벅스 가산디지털단지역점,서울 금천구 벚꽃로 298
스타벅스 명일역점,서울 강동구 양재대로 1647
스타벅스 금천구청역점,서울 금천구 시흥대로73길 67 엠타워 112~115호
스타벅스 등촌역점,"서울 양천구 공항대로 566 1,2층"
스타벅스 한티역점,서울 강남구 도곡로 408 디마크빌딩 101호
스타벅스 대우재단빌딩점,서울 중구 퇴계로 18
스타벅스 남부터미널2점,서울 서초구 효령로 274
스타벅스 올림픽평화의문점,서울 송파구 위례성대로 38
스타벅스 압구정미소점,서울 강남구 논현로 841 1층
스타벅스 을지로4가역점,"서울 중구 을지로 170 118,119,202호"
스타벅스 이촌점,서울 용산구 이촌로 276
스타벅스 마포일진빌딩점,서울 마포구 마포대로 45 일진빌딩 1층
스타벅스 신당역,서울 중구 퇴계로 385 1층
스타벅스 동대입구역점,서울 중구 장충단로 166
스타벅스 은행사거리점,"서울 노원구 중계로 217 중흥빌딩 103,203호"
스타벅스 여의도KBS R점,서울 영등포구 의사당대로 26
스타벅스 구로디지털로점,서울 구로구 디지털로33길 11 에이스테크노타워 8차 1층
스타벅스 방이역점,서울 송파구 마천로 53 1~2층
스타벅스 명동중앙로점,서울 중구 명동길 60
스타벅스 강남GT타워점,서울 서초구 서초대로 411 GT타워
스타벅스 상암MBC점,서울 마포구 성암로 267 MBC신사옥 C1 경영센터
스타벅스 강서구청사거리점,서울 강서구 화곡로 350 1층 104~107호
스타벅스 연대동문점,서울 서대문구 성산로 565 연세재단 Y빌딩
스타벅스 효창공원앞역점,서울 용산구 효창동 287
스타벅스 영등포KT점,서울 영등포구 영중로 119
스타벅스 여의도호성점,서울 영등포구 여의대방로65길 24 호성빌딩1층
스타벅스 대학로점,서울 종로구 대학로 57 홍익대학교 대학로캠퍼스 1층
스타벅스 충무로역점,서울 중구 퇴계로 197 충무빌딩 1층
스타벅스 국회의사당역,서울 영등포구 의사당대로 8
스타벅스 염창역점,서울 강서구 공항대로 627 대신빌딩 1층
스타벅스 아크로힐스논현점,"서울 강남구 봉은사로 304 금강빌딩 1,2층"
스타벅스 방배로점,서울 서초구 방배로 52
스타벅스 강남구청정문점,서울 강남구 학동로 419
스타벅스 내방역점,서울 서초구 방배로 184 1~2층
스타벅스 독립문역점,서울 종로구 송월길 155
스타벅스 송파헬리오시티점,서울 송파구 송파대로 345 헬리오시티 단지상가 3A 16호~21호
스타벅스 중화역점,"서울 중랑구 봉화산로 35 1,2층"
스타벅스 마포아크로점,서울 마포구 마포대로 68 마포 아크로타워 118호
스타벅스 당산대로점,서울 영등포구 양평로 22
스타벅스 논현역사거리점,서울 강남구 강남대로 538
스타벅스 역삼초교사거리점,서울 강남구 역삼로 123
스타벅스 청계산입구역,서울 서초구 청계산로 203
스타벅스 성대입구점,서울 종로구 창경궁로 235
스타벅스 스탈릿대치R점,서울 강남구 남부순환로 2947 대원빌딩
스타벅스 경희대점,서울 동대문구 경희대로 16-1
스타벅스 방배,서울 서초구 방배로 211
스타벅스 서초우성사거리점,서울 서초구 강남대로 343
스타벅스 을지병원사거리점,서울 강남구 논현로 752
스타벅스 목동오목로점,서울 양천구 오목로 279
스타벅스 선유도역점,서울 영등포구 양평로 115
스타벅스 목동점,서울 양천구 목동서로 67
스타벅스 월곡역점,서울 성북구 화랑로 76 1층 101-1호
스타벅스 파라스파라서울점,서울 강북구 삼양로 689
스타벅스 외대정문점,서울 동대문구 이문로 93
스타벅스 동대문두타점,서울 중구 장충단로 275
스타벅스 숭실대점,서울 동작구 사당로 4
스타벅스 청량리역사점,서울 동대문구 왕산로 214 6층
스타벅스 남부터미널점,서울 서초구 서초중앙로 26 서초동 삼성 래미안 아파트 유니빌1층
스타벅스 당산역사거리점,서울 영등포구 양평로 47
스타벅스 외대점,서울 동대문구 휘경로 12-1
스타벅스 현대디큐브2F,서울 구로구 경인로 662
스타벅스 건국클래식,"서울 광진구 능동로 90 더클래식500 1층 C102,103호"
스타벅스 신촌역점,서울 서대문구 신촌로 73 1층
스타벅스 자양점,서울 광진구 능동로 50 이튼타워리버2차 상가 108호
스타벅스 송파아이파크,서울 송파구 법원로 55
스타벅스 하이브랜드점,서울 서초구 매헌로 16 하이브랜드 리빙관 101호
스타벅스 코엑스몰점,서울 강남구 영동대로 513 뉴코엑스몰 103호
스타벅스 숙대점,서울 용산구 청파로47길 57 1~3층
스타벅스 명동길점,서울 중구 명동10길 41
스타벅스 자양사거리,서울 광진구 아차산로 355 타워 더 모스트 아크로텔 1층
스타벅스 구파발사거리점,서울 은평구 진관3로 21 은평엘크루 101동 105-108호
스타벅스 명일이마트점,서울 강동구 동남로75길 5 별관 주차장
스타벅스 미아점,서울 성북구 동소문로 314
스타벅스 도곡역점,서울 강남구 남부순환로 2909
스타벅스 목동10단지점,서울 양천구 목동서로 401
스타벅스 SSG마켓도곡R점,서울 강남구 언주로30길 57 타워팰리스 F동 지하1층
스타벅스 서초역이화빌딩점,서울 서초구 반포대로21길 3
스타벅스 국기원사거리점,서울 강남구 테헤란로 125
스타벅스 한국프레스센터점,서울 중구 세종대로 124 Hi 1층
스타벅스 서초법원,서울 서초구 서초대로 274
스타벅스 장위뉴타운점,"서울 성북구 장월로38길 4 1,2층"
스타벅스 광운대점,서울 노원구 석계로 104
스타벅스 서강대점,서울 마포구 백범로 23 거구장컨벤션웨딩 1층
스타벅스 을지로내외빌딩R점,서울 중구 을지로 51 1층
스타벅스 여의도화재보험점,서울 영등포구 국제금융로6길 38
스타벅스 천호대로길동점,서울 강동구 천호대로 1131 거산유팰리스
스타벅스 강남우성점,서울 강남구 강남대로 328 강남역쉐르빌
스타벅스 남영동,서울 용산구 한강대로 275
스타벅스 종로관철점,서울 종로구 종로12길 21 2층
스타벅스 서울아트센터점,서울 서초구 남부순환로 2395 호경빌딩 1층
스타벅스 홍대역8번출구점,서울 마포구 양화로 166
스타벅스 구로고척점,서울 구로구 경인로 387
스타벅스 묵동점,서울 중랑구 동일로 952 로프트원오피스텔 1층
스타벅스 적선점,서울 종로구 새문안로5길 55 노스게이트빌딩 1층
스타벅스 압구정로점,서울 강남구 압구정로42길 32 1층
스타벅스 강남대로신사점,서울 서초구 강남대로 595
스타벅스 서초구청점,서울 서초구 남부순환로 2557
스타벅스 대치은마사거리점,서울 강남구 도곡로 457
스타벅스 구로에이스점,서울 구로구 디지털로 285 에이스트윈타워1 103호
스타벅스 명동입구점,서울 중구 남대문로 68-1
스타벅스 동국대점,서울 중구 서애로1길 11
스타벅스 올림픽대교북단,서울 광진구 광나루로 608
스타벅스 서강대흥역점,서울 마포구 백범로 89
스타벅스 대한상공회의소R점,서울 중구 세종대로 39
스타벅스 발산역사거리점,서울 강서구 공항대로 248
스타벅스 잠실푸르지오월드점,서울 송파구 올림픽로35가길 9
스타벅스 강남에비뉴점,서울 서초구 서초대로77길 62 강남역아이파크 1층 B102~B105호
스타벅스 삼성점,서울 강남구 테헤란로 443 애플트리타워 1층
스타벅스 삼선교점,서울 성북구 동소문로 10 1~2층
스타벅스 연세종합관점,서울 서대문구 연세로 50-1
스타벅스 중구저동점,서울 중구 수표로 34
스타벅스 서울세관사거리점,서울 강남구 언주로 650 한국건설기술인협회
스타벅스 샛강역점,서울 영등포구 여의대방로 376
스타벅스 구로NC,서울 구로구 구로중앙로 152
스타벅스 서울역서부점,서울 용산구 만리재로 202 풍림아이원 1층
스타벅스 등촌대로점,서울 강서구 공항대로 543 센터스퀘어 1층
스타벅스 올림픽아파트점,서울 송파구 양재대로 1220
스타벅스 선릉로점,서울 강남구 선릉로93길 22 대흥빌딩 1층
스타벅스 무교동점,서울 중구 무교로 21 코오롱빌딩 1층
스타벅스 경복궁사거리점,서울 종로구 율곡로 6 트윈트리타워 B동 101호
스타벅스 반포역점,서울 서초구 신반포로 257
스타벅스 교대법원점,서울 서초구 서초중앙로 164 1층
스타벅스 굽은다리역점,서울 강동구 양재대로 1568
스타벅스 역삼대로점,서울 강남구 테헤란로 211 한국고등교육재단빌딩1층
스타벅스 상일동역점,서울 강동구 고덕로 399
스타벅스 애오개역점,서울 마포구 마포대로 201
스타벅스 은평이마트점,서울 은평구 은평로 111 1층
스타벅스 이수자이점,서울 동작구 사당로 300
스타벅스 코엑스사거리점,서울 강남구 영동대로 616
스타벅스 을지로2가점,서울 중구 삼일대로 358
스타벅스 천호이마트,서울 강동구 천호대로 1015-14
스타벅스 동숭로아트점,서울 종로구 동숭길 110
스타벅스 서초동점,서울 서초구 남부순환로339길 64 현우빌딩1층
스타벅스 경희궁로점,서울 종로구 새문안로3길 15
스타벅스 하이테크시티점,서울 영등포구 경인로 775 에이스하이테크시티 1-105호
스타벅스 방배다이치빌딩점,서울 서초구 방배로 114
스타벅스 현대디큐브B2,서울 구로구 경인로 662 지하2층
스타벅스 아현역점,서울 서대문구 북아현동 1015 e편한세상신촌4단지 상가 1층
스타벅스 용산리첸시아점,서울 용산구 백범로 341 102동 1층
스타벅스 연세백양로점,서울 서대문구 연세로 50 지하1층
스타벅스 시청플러스점,서울 중구 을지로 19 삼성화재삼성빌딩 1층
스타벅스 상암YTN점,서울 마포구 상암산로 76 YTN뉴스퀘어 1층
스타벅스 구역삼사거리점,서울 강남구 논현로 401
스타벅스 아크플레이스,서울 강남구 테헤란로 142
스타벅스 센트럴F1점,서울 서초구 신반포로 176
스타벅스 남성역점,서울 동작구 사당로 219
스타벅스 명동역점,서울 중구 퇴계로 101
스타벅스 역삼럭키점,서울 강남구 도곡로 183
스타벅스 가산에스케이점,서울 금천구 가산디지털1로 171
스타벅스 청담영동대로점,서울 강남구 영동대로 720 원일빌딩 1층
스타벅스 가양이마트점,서울 강서구 양천로 559 1층
스타벅스 목동7단지점,서울 양천구 목동서로 213 세션비전프라자 1층 107호
스타벅스 뉴코아강남점,서울 서초구 잠원로 69 킴스클럽 1층
스타벅스 황학캐슬점,서울 중구 청계천로 400 이마트 1층
스타벅스 소공로북창점,"서울 중구 세종대로18길 32 1층,2층"
스타벅스 마포경찰서후문점,서울 마포구 마포대로 173-14
스타벅스 가산그레이트점,서울 금천구 디지털로9길 32 갑을 그레이트 밸리 1층
스타벅스 대치점,서울 강남구 도곡로 511
스타벅스 삼성현대힐점,서울 강남구 삼성로 605
스타벅스 몽촌토성역점,서울 송파구 위례성대로 6
스타벅스 이마빌딩점,서울 종로구 종로1길 42
스타벅스 용산해링턴스퀘어점,서울 용산구 서빙고로 17
스타벅스 스페이스본점,"서울 종로구 사직로8길 4 201동 109,110호"
스타벅스 대치한티,서울 강남구 선릉로 324
스타벅스 논현힐탑점,서울 강남구 논현로 648
스타벅스 서초파라곤점,서울 서초구 서초대로74길 29 서초파라곤 제1층 제106호
스타벅스 문화일보점,"서울 중구 새문안로 22 문화일보 1, 2층"
스타벅스 용산파크타워점,서울 용산구 서빙고로 67
스타벅스 가든파이브,서울 송파구 충민로 10 가든파이브툴
스타벅스 종로수송점,서울 종로구 종로5길 30
