,Name,Addr,lat,lng
100,석촌역 8호선,석촌동 209,37.5067662,127.1054591
101,미아역 4호선,미아동 194-1,37.6298777,127.0247141
102,미아사거리역 4호선,미아동 66-1,37.6128947,127.0329925
103,신당역 2호선,신당동 99,37.5652813,127.0166395
104,광화문역 5호선,세종로 1-68,37.571619,126.976754
105,청담역 7호선,청담동 77-76,37.5191066,127.0520336
106,강동역 5호선,천호동 447,37.53569239999999,127.1340676
107,오목교역 5호선,목동 406-30,37.5246,126.8743362
108,신대방삼거리역 7호선,대방동 406-10,37.4996863,126.9280893
109,금천구청역 1호선,시흥동 113-55,37.456914,126.8941912
110,시청역 1호선,정동 5-5,37.565682,126.9768488
111,공릉역 7호선,공릉동 385-4,37.6258623,127.0728393
112,한성대입구역 4호선,삼선동1가 14,37.5880209,127.0057966
113,오류동역 1호선,오류동 66,37.4954206,126.8448245
114,망우역 경의중앙선,상봉동 172,37.5991217,127.0910742
115,약수역 3호선,신당동 369-44,37.5543795,127.0110164
116,삼각지역 4호선,한강로1가 228-1,37.5343935,126.9730142
117,김포공항역 9호선,방화동 886,37.5667733,126.8025118
118,녹번역 3호선,녹번동 55,37.60070169999999,126.9360048
119,먹골역 7호선,묵동 189-5,37.6107683,127.0776921
120,충무로역 3호선,서울 중구 필동2가 16-2,37.5611591,126.994398
121,남영역 1호선,갈월동 96-1,37.5415379,126.9712663
122,수락산역 7호선,상계동 1132-9,37.6771548,127.0553068
123,문래역 2호선,문래동3가 68-1,37.5178873,126.8947513
124,중화역 7호선,중화동 50-3,37.60175700000001,127.079416
125,답십리역 5호선,용답동 99,37.5668422,127.0526017
126,신풍역 7호선,신길동 3599,37.5002786,126.9094236
127,양평역 5호선,양평동2가 33-79,37.5251429,126.8860734
128,명일역 5호선,명일동 312,37.5513169,127.1439955
129,마포역 5호선,도화동 160,37.5376491,126.9501677
130,을지로입구역 2호선,을지로1가 100-1,37.5660664,126.9820222
131,망원역 6호선,망원동 378,37.5557572,126.909907
132,송정역 5호선,공항동 29-5,37.561401,126.810935
133,옥수역 3호선,옥수동 168-1,37.5398948,127.0172208
134,봉천역 2호선,봉천동 979-7,37.4825178,126.941481
135,뚝섬역 2호선,성수동1가 656-745,37.5471773,127.0473802
136,가락시장역 8호선,가락동 184-23,37.4928982,127.1180582
137,영등포구청역 2호선,당산동3가 270-1,37.52565630000001,126.8966142
138,언주역 9호선,논현동 279-165,37.5074533,127.0342367
139,신내역 6호선,신내동 19,37.6115753,127.1077606
140,마천역 5호선,마천동 307-4,37.49431149999999,127.1518299
141,새절역 6호선,신사동 337-5,37.5910797,126.9132724
142,마포구청역 6호선,성산동 592,37.5649979,126.9015161
143,우장산역 5호선,화곡동 1089-3,37.5491827,126.8364006
144,상일동역 5호선,상일동 148,37.5528183,127.1568023
145,남성역 7호선,사당동 산,37.4847222,126.98094
146,을지로3가역 2호선,을지로3가 347-3,37.56617,126.9902025
147,이대역 2호선,염리동 8-85,37.5568129,126.9477118
148,광운대역 1호선,월계동 85,37.6208026,127.0659356
149,영등포시장역 5호선,영등포동5가 62-1,37.5226937,126.9049377
150,보라매역 7호선,대방동 466-51,37.49987369999999,126.9205715
151,굽은다리역 5호선,명일동 345-12,37.5460635,127.1430959
152,구일역 1호선,구로동 636-45,37.49719839999999,126.8719566
153,디지털미디어시티역 6호선,증산동 223-25,37.5774117,126.9021398
154,한티역 수인분당선,대치동 1011-28,37.4962068,127.0528705
155,천왕역 7호선,천왕동 14-25,37.4840792,126.8403102
156,방학역 1호선,방학동 728,37.6663079,127.0444088
157,내방역 7호선,방배동 874-16,37.4882577,126.9931587
158,장지역 8호선,장지동 201-5,37.4776196,127.1265061
159,종로5가역 1호선,종로5가 82-1,37.5708657,127.0019064
160,충정로역 2호선,충정로3가 319-1,37.5594926,126.9638176
161,강일역 5호선,상일동 산,37.5490631,127.1656212
162,서울역 1호선,남대문로5가 73-6,37.5568778,126.9725778
163,회현역 4호선,남창동 64-1,37.5590295,126.9772521
164,남구로역 7호선,구로동 801-95,37.4860727,126.8872892
165,뚝섬유원지역 7호선,자양동 73-2,37.5319161,127.0669943
166,보문역 6호선,보문동1가 127-1,37.5855633,127.0201782
167,선유도역 9호선,양평동5가 66-1,37.538501,126.8943554
168,청계산입구역 신분당선,신원동 270-25,37.4483988,127.0548038
169,방이역 5호선,방이동 217-2,37.50828,127.1256705
170,상수역 6호선,상수동 309-10,37.5466338,126.9226203
171,신정역 5호선,신정동 1090,37.5246352,126.8536475
172,숙대입구역 4호선,갈월동 16-7,37.5455275,126.9719697
173,중랑역 경의중앙선,중화동 73-7,37.5947928,127.0757207
174,송파역 8호선,가락동 459-4,37.4997126,127.1122396
175,하계역 7호선,하계동 273-5,37.6351911,127.0685438
176,아현역 2호선,아현동 354-23,37.5558896,126.9556609
177,제기동역 1호선,제기동 65,37.5781628,127.0346872
178,서울숲역 수인분당선,성수동1가 656-436,37.5441209,127.0449205
179,고덕역 5호선,고덕동 310,37.5556248,127.1538766
180,동작역 4호선,동작동 327-1,37.50346469999999,126.9799265
181,중곡역 7호선,중곡동 273-2,37.5657147,127.0841917
182,한강진역 6호선,한남동 726-494,37.5407506,127.001835
183,돌곶이역 6호선,석관동 349-8,37.6105223,127.0572772
184,방화역 5호선,방화동 829-15,37.5772156,126.8126263
185,도곡역 3호선,도곡동 339-2,37.4908245,127.0553064
186,마들역 7호선,상계동 650,37.66758950000001,127.0569843
187,증산역 6호선,증산동 199-8,37.5836921,126.9092563
188,상왕십리역 2호선,하왕십리동 946-14,37.5639331,127.0297931
189,남부터미널역 3호선,서초동 1748-30,37.4866605,127.0152184
190,광나루역 5호선,광장동 237,37.5451442,127.103499
191,마장역 5호선,마장동 804,37.5671589,127.0444928
192,외대앞역 1호선,이문동 360-5,37.5953604,127.0630252
193,압구정로데오역 수인분당선,압구정동 495,37.5294032,127.0412456
194,대흥역 6호선,대흥동 128-1,36.3258024,127.4295333
195,대치역 3호선,대치동 317-3,37.4945429,127.0634256
196,둔촌동역 5호선,둔촌동 416,37.5277926,127.1362463
197,일원역 3호선,일원동 717,37.4839534,127.0844127
198,역촌역 6호선,녹번동 153-31,37.6053394,126.9237006
199,도봉역 1호선,도봉동 639,37.6803234,127.045755
200,양재시민의숲역 신분당선,양재동 233-2,37.4699632,127.0383187
201,중계역 7호선,중계동 503-3,37.6425631,127.0652144
202,화랑대역 6호선,공릉동 285-2,37.6198541,127.0832018
203,삼전역 9호선,잠실동 347,37.504006,127.0876288
204,월곡역 6호선,하월곡동 35-1,37.6013813,127.0411709
205,봉은사역 9호선,삼성동 172,37.5147292,127.0632028
206,녹사평역 6호선,용산동4가 4,37.53479189999999,126.9870163
207,잠실나루역 2호선,신천동 15,35.8755521,128.6188755
208,청구역 5호선,신당동 295-2,37.5603185,127.0138535
209,양천향교역 9호선,가양동 159-3,37.5686259,126.8407902
210,안암역 6호선,안암동5가 146-1,37.586051,127.0293623
211,금호역 3호선,금호동4가 1470,37.5480381,127.0158826
212,어린이대공원역 7호선,화양동 164-1,37.54711289999999,127.0739401
213,한남역 경의중앙선,한남동 399-7,37.5300071,127.0106832
214,선정릉역 수인분당선,삼성동 111-114,37.5108416,127.0436876
215,이촌역 경의중앙선,용산동5가 17-69,37.5219344,126.9744214
216,올림픽공원역 5호선,방이동 89-28,37.5164494,127.1311068
217,효창공원앞역 6호선,효창동 80,37.5394453,126.9611372
218,홍대입구역 공항철도 3번출구,서울 마포구 동교동 155-27,37.558355,126.9251544
219,매봉역 3호선,도곡동 179-2,37.4869406,127.0466214
220,송파나루역 9호선,방이동 2,37.5109569,127.1127331
221,강동구청역 8호선,성내동 319,37.5304447,127.1205399
222,신방화역 9호선,방화동 217-156,37.5674184,126.8160837
223,오금역 5호선,오금동 44-2,37.5032462,127.1263422
224,월계역 1호선,월계동 263-7,37.6319572,127.0587751
225,서울역 서부역,봉래동2가 122-11,37.555042,126.9695336
226,숭실대입구역 7호선,상도동 514,37.4957957,126.9540341
227,광흥창역 6호선,창전동 145-17,37.5474463,126.9319256
228,을지로4가역 2호선,을지로4가 267-1,37.56648879999999,126.996528
229,종합운동장역 2호선,잠실동 122,37.5061273,127.0842945
230,행당역 5호선,행당동 317-241,37.5573015,127.0294648
231,노들역 9호선,본동 475-1,37.5128129,126.9531293
232,신금호역 5호선,금호동2가 223-1,37.5548998,127.0199234
233,흑석역 9호선,흑석동 4,37.5084759,126.9640414
234,동대입구역 3호선,장충동2가 199-3,37.5592266,127.005275
235,신이문역 1호선,이문동 7,37.6054759,127.0686596
236,고려대역 6호선,종암동 29-18,37.5903824,127.036203
237,서울역 공항철도,동자동 43-205,37.5490645,126.9704658
238,창동역 4호선 1번출구,서울 도봉구 창동 20,37.6538166,127.0508371
239,대림역 7호선 12번출구,서울 영등포구 대림동 1050-17,37.4927052,126.8966027
240,개롱역 5호선,가락동 165-2,37.4985972,127.1336117
241,대청역 3호선,일원동 700-9,37.49368610000001,127.0794787
242,남태령역 4호선,방배동 2909,37.4643638,126.9892695
243,개화산역 5호선,방화동 846,37.5722225,126.8059564
244,정릉역 우이신설선,정릉동 966-330,37.6075387,127.003291
245,증미역 9호선,등촌동 666-40,37.557504,126.8615681
246,양원역 경의중앙선,망우동 269-5,37.6065857,127.1079289
247,독립문역 3호선,현저동 101,37.5743009,126.9559178
248,용마산역 7호선,면목동 1316-5,37.5739437,127.0870762
249,북한산우이역 우이신설선,우이동 16-27,37.6743764,127.0036593
250,몽촌토성역 8호선,신천동 19,37.4451966,126.781214
251,반포역 7호선,잠원동 103,37.508249,127.0118029
252,무악재역 3호선,홍제동 26-1,37.5823607,126.9504375
253,삼성중앙역 9호선,삼성동 111-147,37.511617,127.0485529
254,영등포역 1호선,영등포동 618-496,37.5154709,126.9066823
255,강남역 신분당선,역삼동 858,37.49701719999999,127.0281681
256,개화역 9호선,개화동 664,37.5859845,126.8040311
257,애오개역 5호선,아현동 612,37.5513892,126.9556875
258,국회의사당역 9호선,여의도동 1-6,37.5273754,126.918519
259,가산디지털단지역 1호선,가산동 468-4,37.4822545,126.8821832
260,잠원역 3호선,잠원동 100-1,37.51308179999999,127.0118568
261,샛강역 9호선,여의도동 5-6,37.5171105,126.9304634
262,봉화산역 6호선,신내동 643-1,37.6164431,127.0932784
263,한양대역 2호선,행당동 산,37.5540803,127.0288661
264,가오리역 우이신설선,수유동 371-1,37.64164359999999,127.01693
265,석촌고분역 9호선,삼전동 157-1,37.5080692,127.0565844
266,독바위역 6호선,불광동 13-33,37.61826360000001,126.9329115
267,이수역 7호선,사당동 144-4,37.4849508,126.980963
268,학여울역 3호선,대치동 514-3,37.4966789,127.0717054
269,노량진역 1호선,노량진동 67-2,37.5139414,126.9425587
270,녹천역 1호선,창동 57-11,37.6456024,127.0508997
271,사당역 4호선,사당동 588-44,37.4768251,126.9815833
272,중앙보훈병원역 9호선,둔촌동 8-1,37.5283506,127.1483152
273,버티고개역 6호선,신당동 366-454,37.5481325,127.0070317
274,창신역 6호선,창신동 20-8,37.5791968,127.0153255
275,양천구청역 2호선,신정동 276-7,37.5125175,126.8657108
276,신촌역 경의중앙선,신촌동 74-12,37.5598311,126.9422422
277,경찰병원역 3호선,가락동 10-15,37.4983224,127.1256757
278,화계역 우이신설선,수유동 472-678,37.6322465,127.017447
279,용산역 1호선,한강로3가 40-999,37.5288539,126.9640447
280,서강대역 경의중앙선,노고산동 112-5,37.5523268,126.9350746
281,서빙고역 경의중앙선,서빙고동 241-98,37.519935,126.9900046
282,삼양사거리역 우이신설선,미아동 791-2244,37.6278807,127.0197872
283,상월곡역 6호선,상월곡동 26-1,37.6062263,127.0483129
284,개포동역 수인분당선,개포동 195,37.4892333,127.0665315
285,청량리역 1호선,전농동 620-69,37.5799838,127.0455472
286,대모산입구역 수인분당선,일원동 700-1,37.4915147,127.0731614
287,교대역 2호선,서초동 1748-4,37.4948466,127.0172856
288,용답역 2호선,용답동 127,37.5586888,127.0531724
289,북한산보국문역 우이신설선,정릉동 289-94,37.6118074,127.0085936
290,솔샘역 우이신설선,미아동 1353-29,37.6179362,127.0125629
291,신답역 2호선,용답동 129-2,37.569744,127.0469446
292,신반포역 9호선,반포동 128-1,37.5037042,126.9968419
293,응봉역 경의중앙선,응봉동 246,37.5503432,127.0347983
294,여의도역 5호선,여의도동 3,37.5217991,126.9244663
295,노원역 7호선,상계동 729,37.6536158,127.0607581
296,월드컵경기장역 6호선,성산동 420,37.5693111,126.8992963
297,건대입구역 7호선,화양동 6-3,37.54051690000001,127.0690846
298,공항시장역 9호선,공항동 산,37.5634835,126.8106065
299,신길역 5호선 3번출구,영등포동1가 35,37.5176664,126.9146626
300,수서역 3호선,수서동 728,37.4873499,127.1018416
301,고속터미널역 9호선,반포동 19-11,37.5047736,127.0049178
302,용두역 2호선,용두동 47-1,37.5738576,127.0379896
303,구반포역 9호선,반포동 817,37.5017647,126.9862345
304,신도림역 2호선,신도림동 460-26,37.5086867,126.8909033
305,신목동역 9호선,목동 136-2,37.5446362,126.8828695
306,합정역 6호선,합정동 414,37.5489656,126.9134767
307,상봉역 7호선,상봉동 100-9,37.5967056,127.0860055
308,용산역 경의중앙선,한강로3가 40-999,37.5288539,126.9640447
309,당산역 9호선,당산동6가 227-1,37.533782,126.9020409
310,동대문역 4호선,종로6가 287-1,37.5703848,127.009529
311,디지털미디어시티역 공항철도,상암동 1140,37.5768079,126.899126
312,시청역 2호선,서소문동 90-1,37.5635313,126.9755029
313,서울역 4호선,동자동 14-151,37.5530656,126.9727965
314,양재역 신분당선,서초동 1366-9,37.48476050000001,127.033371
315,사평역 9호선,반포동 128-7,37.5039477,127.0158272
316,고속터미널역 7호선,반포동 19-11,37.5047736,127.0049178
317,한성백제역 9호선,방이동 88-17,37.5179797,127.1133264
318,종로3가역 5호선,돈의동 39-1,37.5725321,126.9900894
319,동대문역사문화공원역 4호선,광희동2가 9,37.5644784,127.0071588
320,서울역 경의중앙선,봉래동2가 122-28,37.5553981,126.9716247
321,공덕역 공항철도 10번출구,서울 마포구 도화동 1-400,37.541859,126.9531544
322,삼양역 우이신설선,미아동 791-4755,37.6278807,127.0197872
323,구룡역 수인분당선,개포동 175-3,37.4870256,127.0592486
324,이촌역 4호선,용산동5가 17-112,37.5224811,126.9736707
325,충무로역 4호선,서울 중구 필동2가 16-2,37.5611591,126.994398
326,잠실역 8호선,신천동 7-4,37.51495450000001,127.1042019
327,도봉산역 7호선,도봉동 38-3,37.6890803,127.046509
328,김포공항역 공항철도,방화동 886,37.5667733,126.8025118
329,왕십리역 수인분당선,행당동 168-151,37.5592833,127.0384407
330,도림천역 2호선,신도림동 323-16,37.5144011,126.8826846
331,까치산역 2호선,화곡동 662-5,37.5325506,126.8463214
332,마곡나루역 공항철도,마곡동 373-14,37.5654177,126.8271459
333,동대문역사문화공원역 5호선,광희동1가 235-6,37.5645651,127.0062216
334,석계역 6호선,월계동 25-2,37.6152323,127.066831
335,군자역 7호선 5번출구,서울 광진구 능동 265-8,37.5568773,127.0796753
336,선릉역 수인분당선,삼성동 172-66,37.5088263,127.0630673
337,디지털미디어시티역 경의중앙선,수색동 37-2,37.5780872,126.8995894
338,천호역 8호선,천호동 455,37.5384618,127.1250941
339,을지로3가역 3호선,을지로3가 282-8,37.5664121,126.9941848
340,청량리역 경의중앙선,전농동 591-53,37.5792928,127.0479007
341,홍대입구역 경의중앙선,동교동 190-1,37.557643,126.926422
342,솔밭공원역 우이신설선,우이동 57-18,37.65612840000001,127.0130422
343,동묘앞역 6호선,숭인동 316-3,37.5716765,127.0158422
344,선정릉역 9호선,삼성동 111-114,37.5108416,127.0436876
345,공덕역 6호선,공덕동 439,37.5436847,126.9514541
346,온수역 1호선,온수동 51-7,37.4922901,126.8239696
347,종로3가역 3호선,묘동 20-5,37.5711957,126.9919594
348,동작역 9호선,동작동 326,37.5036663,126.9772942
349,상봉역 경춘선,상봉동 100-9,37.5967056,127.0860055
350,가락시장역 3호선,가락동 184-23,37.4928982,127.1180582
351,상봉역 경의중앙선 7번출구,서울 중랑구 상봉동 315-3,37.5974193,127.0855494
352,석촌역 9호선,석촌동 209,37.5067662,127.1054591
353,신당역 6호선,흥인동 162-1,37.567534,127.0161118
354,왕십리역 경의중앙선,행당동 168-151,37.5592833,127.0384407
355,회기역 경의중앙선 2번출구,서울 동대문구 휘경동 267-140,37.5896732,127.0585152
356,연신내역 6호선,갈현동 397,37.6188881,126.920832
357,영등포구청역 5호선,당산동3가 556-1,37.5243614,126.894287
358,복정역 수인분당선,장지동 596-21,37.4706864,127.1266998
359,고덕지하철차량기지,서울 강동구 고덕동 10-4,37.5714006,127.1623662
360,수서역 수인분당선,수서동 728,37.4873499,127.1018416
361,삼각지역 6호선,한강로1가 228-1,37.5343935,126.9730142
362,청량리역 경춘선,전농동 591-53,37.5792928,127.0479007
363,김포공항역 5호선,방화동 886,37.5667733,126.8025118
364,4.19민주묘지역 우이신설선,우이동 72-182,37.682388,126.9988415
365,왕십리역 5호선,행당동 192,37.5622586,127.0372276
366,태릉입구역 6호선,공릉동 616-4,37.6191035,127.0751197
367,수서역 3호선,수서동 728,37.4873499,127.1018416
368,고속터미널역 9호선,반포동 19-11,37.5047736,127.0049178
369,용두역 2호선,용두동 47-1,37.5738576,127.0379896
370,구반포역 9호선,반포동 817,37.5017647,126.9862345
371,신도림역 2호선,신도림동 460-26,37.5086867,126.8909033
372,신목동역 9호선,목동 136-2,37.5446362,126.8828695
373,합정역 6호선,합정동 414,37.5489656,126.9134767
374,상봉역 7호선,상봉동 100-9,37.5967056,127.0860055
375,용산역 경의중앙선,한강로3가 40-999,37.5288539,126.9640447
376,당산역 9호선,당산동6가 227-1,37.533782,126.9020409
377,동대문역 4호선,종로6가 287-1,37.5703848,127.009529
378,디지털미디어시티역 공항철도,상암동 1140,37.5768079,126.899126
379,시청역 2호선,서소문동 90-1,37.5635313,126.9755029
380,서울역 4호선,동자동 14-151,37.5530656,126.9727965
381,양재역 신분당선,서초동 1366-9,37.48476050000001,127.033371
382,사평역 9호선,반포동 128-7,37.5039477,127.0158272
383,고속터미널역 7호선,반포동 19-11,37.5047736,127.0049178
384,한성백제역 9호선,방이동 88-17,37.5179797,127.1133264
385,종로3가역 5호선,돈의동 39-1,37.5725321,126.9900894
386,동대문역사문화공원역 4호선,광희동2가 9,37.5644784,127.0071588
387,서울역 경의중앙선,봉래동2가 122-28,37.5553981,126.9716247
388,공덕역 공항철도 10번출구,서울 마포구 도화동 1-400,37.541859,126.9531544
389,삼양역 우이신설선,미아동 791-4755,37.6278807,127.0197872
390,구룡역 수인분당선,개포동 175-3,37.4870256,127.0592486
391,이촌역 4호선,용산동5가 17-112,37.5224811,126.9736707
392,충무로역 4호선,서울 중구 필동2가 16-2,37.5611591,126.994398
393,잠실역 8호선,신천동 7-4,37.51495450000001,127.1042019
394,도봉산역 7호선,도봉동 38-3,37.6890803,127.046509
395,김포공항역 공항철도,방화동 886,37.5667733,126.8025118
396,왕십리역 수인분당선,행당동 168-151,37.5592833,127.0384407
397,도림천역 2호선,신도림동 323-16,37.5144011,126.8826846
398,까치산역 2호선,화곡동 662-5,37.5325506,126.8463214
399,마곡나루역 공항철도,마곡동 373-14,37.5654177,126.8271459
400,동대문역사문화공원역 5호선,광희동1가 235-6,37.5645651,127.0062216
401,석계역 6호선,월계동 25-2,37.6152323,127.066831
402,군자역 7호선 5번출구,서울 광진구 능동 265-8,37.5568773,127.0796753
403,선릉역 수인분당선,삼성동 172-66,37.5088263,127.0630673
404,디지털미디어시티역 경의중앙선,수색동 37-2,37.5780872,126.8995894
405,천호역 8호선,천호동 455,37.5384618,127.1250941
406,을지로3가역 3호선,을지로3가 282-8,37.5664121,126.9941848
407,청량리역 경의중앙선,전농동 591-53,37.5792928,127.0479007
408,홍대입구역 경의중앙선,동교동 190-1,37.557643,126.926422
409,솔밭공원역 우이신설선,우이동 57-18,37.65612840000001,127.0130422
410,동묘앞역 6호선,숭인동 316-3,37.5716765,127.0158422
411,선정릉역 9호선,삼성동 111-114,37.5108416,127.0436876
412,공덕역 6호선,공덕동 439,37.5436847,126.9514541
413,온수역 1호선,온수동 51-7,37.4922901,126.8239696
414,종로3가역 3호선,묘동 20-5,37.5711957,126.9919594
415,동작역 9호선,동작동 326,37.5036663,126.9772942
416,상봉역 경춘선,상봉동 100-9,37.5967056,127.0860055
417,가락시장역 3호선,가락동 184-23,37.4928982,127.1180582
418,상봉역 경의중앙선 7번출구,서울 중랑구 상봉동 315-3,37.5974193,127.0855494
419,석촌역 9호선,석촌동 209,37.5067662,127.1054591
420,신당역 6호선,흥인동 162-1,37.567534,127.0161118
421,왕십리역 경의중앙선,행당동 168-151,37.5592833,127.0384407
422,회기역 경의중앙선 2번출구,서울 동대문구 휘경동 267-140,37.5896732,127.0585152
423,연신내역 6호선,갈현동 397,37.6188881,126.920832
424,영등포구청역 5호선,당산동3가 556-1,37.5243614,126.894287
425,복정역 수인분당선,장지동 596-21,37.4706864,127.1266998
426,고덕지하철차량기지,서울 강동구 고덕동 10-4,37.5714006,127.1623662
427,수서역 수인분당선,수서동 728,37.4873499,127.1018416
428,삼각지역 6호선,한강로1가 228-1,37.5343935,126.9730142
429,청량리역 경춘선,전농동 591-53,37.5792928,127.0479007
430,김포공항역 5호선,방화동 886,37.5667733,126.8025118
431,4.19민주묘지역 우이신설선,우이동 72-182,37.682388,126.9988415
432,왕십리역 5호선,행당동 192,37.5622586,127.0372276
433,태릉입구역 6호선,공릉동 616-4,37.6191035,127.0751197
434,수서역 3호선,수서동 728,37.4873499,127.1018416
