Name,Addr
이디야커피 동덕여대점,서울 성북구 화랑로 99
이디야커피 성수2가점,서울 성동구 성덕정길 106
이디야커피 목동로데오점,"서울 양천구 목동로 219 1, 2층"
이디야커피 시흥동점,서울 금천구 시흥대로 198
이디야커피 중곡신성점,서울 광진구 용마산로 37 1층
이디야커피 서울삼성내과점,서울 송파구 백제고분로 126 1층
이디야커피 정동점,서울 중구 정동길 2-1
이디야커피 신길성애병원점,서울 영등포구 여의대방로53길 27
이디야커피 용산원효점,서울 용산구 원효로 70
이디야커피 경희대점,서울 동대문구 경희대로 4
이디야커피 오벨리스크점,서울 마포구 마포대로 33 1층 103호
이디야커피 독립문역점,서울 종로구 통일로 266 102호
이디야커피 수유1동점,"서울 강북구 삼양로 293 서영프라자 105,106호"
이디야커피 대림성모점,서울 동작구 시흥대로 658
이디야커피 강남세곡점,서울 강남구 헌릉로569길 9 1층
이디야커피 충무아트홀점,서울 중구 퇴계로 381-1
이디야커피 명일중앙점,서울 강동구 상암로 210
이디야커피 길동역점,서울 강동구 양재대로 1471
이디야커피 삼성중앙점,서울 강남구 봉은사로 442
이디야커피 거여점,서울 송파구 오금로 497
이디야커피 세종로점,서울 중구 세종대로21길 67
이디야커피 가산두산위브점,서울 금천구 가산로 111
이디야커피 종로삼일대로점,서울 종로구 삼일대로 390-1
이디야커피 신촌숲아이파크점,서울 마포구 신수동 68-26
이디야커피 광운대점,서울 노원구 광운로 29
이디야커피 건대후문점,서울 광진구 광나루로 416
이디야커피 불광중앙점,서울 은평구 불광로 59
이디야커피 용문점,서울 용산구 원효로41길 73
이디야커피 마곡헤리움점,서울 강서구 마곡중앙5로1길 25
이디야커피 우림시장점,서울 중랑구 봉우재로 240 1층
이디야커피 방학역점,서울 도봉구 도봉로153길 15
이디야커피 불광역점,서울 은평구 불광로 28
이디야커피 문정테라타워점,서울 송파구 송파대로 167 지하1층
이디야커피 외대점,서울 동대문구 휘경로 12
이디야커피 노원KT점,서울 노원구 노해로 494
이디야커피 성공회대점,서울 구로구 연동로 312 2층
이디야커피 염창동점,서울 강서구 양천로 684 부성빌딩 1층
이디야커피 서울고교점,서울 서초구 효령로40길 4 1층
이디야커피 번동점,서울 강북구 오현로 194 덕수빌딩 1층
이디야커피 상일리엔파크점,서울 강동구 상일로 74
