Name,Addr
상도역 7호선,상도1동 702-1
여의나루역 5호선,여의도동 84-4
대방역 1호선,신길동 1368-3
구파발역 3호선,진관동 67-26
암사역 8호선,암사동 501
장승배기역 7호선,상도동 26-20
학동역 7호선,논현동 279-67
아차산역 5호선,능동 256-16
낙성대역 2호선,봉천동 1693-39
등촌역 9호선,등촌동 666-94
불광역 3호선,대조동 13-10
도봉산역 1호선,도봉동 301-5
동묘앞역 1호선,숭인동 117
신용산역 4호선,한강로2가 181
신설동역 1호선,신설동 76-5
석촌역 8호선,석촌동 209
미아역 4호선,미아동 194-1
미아사거리역 4호선,미아동 66-1
신당역 2호선,신당동 99
광화문역 5호선,세종로 1-68
청담역 7호선,청담동 77-76
강동역 5호선,천호동 447
오목교역 5호선,목동 406-30
신대방삼거리역 7호선,대방동 406-10
금천구청역 1호선,시흥동 113-55
시청역 1호선,정동 5-5
공릉역 7호선,공릉동 385-4
한성대입구역 4호선,삼선동1가 14
오류동역 1호선,오류동 66
망우역 경의중앙선,상봉동 172
약수역 3호선,신당동 369-44
삼각지역 4호선,한강로1가 228-1
김포공항역 9호선,방화동 886
녹번역 3호선,녹번동 55
먹골역 7호선,묵동 189-5
충무로역 3호선,서울 중구 필동2가 16-2
남영역 1호선,갈월동 96-1
수락산역 7호선,상계동 1132-9
문래역 2호선,문래동3가 68-1
중화역 7호선,중화동 50-3
답십리역 5호선,용답동 99
신풍역 7호선,신길동 3599
양평역 5호선,양평동2가 33-79
명일역 5호선,명일동 312
마포역 5호선,도화동 160
을지로입구역 2호선,을지로1가 100-1
망원역 6호선,망원동 378
송정역 5호선,공항동 29-5
옥수역 3호선,옥수동 168-1
봉천역 2호선,봉천동 979-7
뚝섬역 2호선,성수동1가 656-745
가락시장역 8호선,가락동 184-23
영등포구청역 2호선,당산동3가 270-1
언주역 9호선,논현동 279-165
신내역 6호선,신내동 19
마천역 5호선,마천동 307-4
새절역 6호선,신사동 337-5
마포구청역 6호선,성산동 592
우장산역 5호선,화곡동 1089-3
상일동역 5호선,상일동 148
남성역 7호선,사당동 산
을지로3가역 2호선,을지로3가 347-3
이대역 2호선,염리동 8-85
광운대역 1호선,월계동 85
영등포시장역 5호선,영등포동5가 62-1
보라매역 7호선,대방동 466-51
굽은다리역 5호선,명일동 345-12
구일역 1호선,구로동 636-45
디지털미디어시티역 6호선,증산동 223-25
한티역 수인분당선,대치동 1011-28
천왕역 7호선,천왕동 14-25
방학역 1호선,방학동 728
내방역 7호선,방배동 874-16
장지역 8호선,장지동 201-5
종로5가역 1호선,종로5가 82-1
충정로역 2호선,충정로3가 319-1
강일역 5호선,상일동 산
서울역 1호선,남대문로5가 73-6
회현역 4호선,남창동 64-1
남구로역 7호선,구로동 801-95
뚝섬유원지역 7호선,자양동 73-2
보문역 6호선,보문동1가 127-1
선유도역 9호선,양평동5가 66-1
청계산입구역 신분당선,신원동 270-25
방이역 5호선,방이동 217-2
상수역 6호선,상수동 309-10
신정역 5호선,신정동 1090
숙대입구역 4호선,갈월동 16-7
중랑역 경의중앙선,중화동 73-7
송파역 8호선,가락동 459-4
하계역 7호선,하계동 273-5
아현역 2호선,아현동 354-23
제기동역 1호선,제기동 65
서울숲역 수인분당선,성수동1가 656-436
고덕역 5호선,고덕동 310
동작역 4호선,동작동 327-1
중곡역 7호선,중곡동 273-2
한강진역 6호선,한남동 726-494
돌곶이역 6호선,석관동 349-8
방화역 5호선,방화동 829-15
도곡역 3호선,도곡동 339-2
마들역 7호선,상계동 650
증산역 6호선,증산동 199-8
상왕십리역 2호선,하왕십리동 946-14
남부터미널역 3호선,서초동 1748-30
광나루역 5호선,광장동 237
마장역 5호선,마장동 804
외대앞역 1호선,이문동 360-5
압구정로데오역 수인분당선,압구정동 495
대흥역 6호선,대흥동 128-1
대치역 3호선,대치동 317-3
둔촌동역 5호선,둔촌동 416
일원역 3호선,일원동 717
역촌역 6호선,녹번동 153-31
도봉역 1호선,도봉동 639
양재시민의숲역 신분당선,양재동 233-2
중계역 7호선,중계동 503-3
화랑대역 6호선,공릉동 285-2
삼전역 9호선,잠실동 347
월곡역 6호선,하월곡동 35-1
봉은사역 9호선,삼성동 172
녹사평역 6호선,용산동4가 4
잠실나루역 2호선,신천동 15
청구역 5호선,신당동 295-2
양천향교역 9호선,가양동 159-3
안암역 6호선,안암동5가 146-1
금호역 3호선,금호동4가 1470
어린이대공원역 7호선,화양동 164-1
한남역 경의중앙선,한남동 399-7
선정릉역 수인분당선,삼성동 111-114
이촌역 경의중앙선,용산동5가 17-69
올림픽공원역 5호선,방이동 89-28
효창공원앞역 6호선,효창동 80
홍대입구역 공항철도 3번출구,서울 마포구 동교동 155-27
매봉역 3호선,도곡동 179-2
송파나루역 9호선,방이동 2
강동구청역 8호선,성내동 319
신방화역 9호선,방화동 217-156
오금역 5호선,오금동 44-2
월계역 1호선,월계동 263-7
서울역 서부역,봉래동2가 122-11
숭실대입구역 7호선,상도동 514
광흥창역 6호선,창전동 145-17
을지로4가역 2호선,을지로4가 267-1
종합운동장역 2호선,잠실동 122
행당역 5호선,행당동 317-241
노들역 9호선,본동 475-1
신금호역 5호선,금호동2가 223-1
흑석역 9호선,흑석동 4
동대입구역 3호선,장충동2가 199-3
신이문역 1호선,이문동 7
고려대역 6호선,종암동 29-18
서울역 공항철도,동자동 43-205
창동역 4호선 1번출구,서울 도봉구 창동 20
대림역 7호선 12번출구,서울 영등포구 대림동 1050-17
개롱역 5호선,가락동 165-2
대청역 3호선,일원동 700-9
남태령역 4호선,방배동 2909
개화산역 5호선,방화동 846
정릉역 우이신설선,정릉동 966-330
증미역 9호선,등촌동 666-40
양원역 경의중앙선,망우동 269-5
독립문역 3호선,현저동 101
용마산역 7호선,면목동 1316-5
북한산우이역 우이신설선,우이동 16-27
몽촌토성역 8호선,신천동 19
반포역 7호선,잠원동 103
무악재역 3호선,홍제동 26-1
삼성중앙역 9호선,삼성동 111-147
영등포역 1호선,영등포동 618-496
강남역 신분당선,역삼동 858
개화역 9호선,개화동 664
애오개역 5호선,아현동 612
국회의사당역 9호선,여의도동 1-6
가산디지털단지역 1호선,가산동 468-4
잠원역 3호선,잠원동 100-1
샛강역 9호선,여의도동 5-6
봉화산역 6호선,신내동 643-1
한양대역 2호선,행당동 산
가오리역 우이신설선,수유동 371-1
석촌고분역 9호선,삼전동 157-1
독바위역 6호선,불광동 13-33
이수역 7호선,사당동 144-4
학여울역 3호선,대치동 514-3
노량진역 1호선,노량진동 67-2
녹천역 1호선,창동 57-11
사당역 4호선,사당동 588-44
중앙보훈병원역 9호선,둔촌동 8-1
버티고개역 6호선,신당동 366-454
창신역 6호선,창신동 20-8
양천구청역 2호선,신정동 276-7
신촌역 경의중앙선,신촌동 74-12
경찰병원역 3호선,가락동 10-15
화계역 우이신설선,수유동 472-678
용산역 1호선,한강로3가 40-999
서강대역 경의중앙선,노고산동 112-5
서빙고역 경의중앙선,서빙고동 241-98
삼양사거리역 우이신설선,미아동 791-2244
상월곡역 6호선,상월곡동 26-1
개포동역 수인분당선,개포동 195
청량리역 1호선,전농동 620-69
대모산입구역 수인분당선,일원동 700-1
교대역 2호선,서초동 1748-4
용답역 2호선,용답동 127
북한산보국문역 우이신설선,정릉동 289-94
솔샘역 우이신설선,미아동 1353-29
신답역 2호선,용답동 129-2
신반포역 9호선,반포동 128-1
응봉역 경의중앙선,응봉동 246
여의도역 5호선,여의도동 3
노원역 7호선,상계동 729
월드컵경기장역 6호선,성산동 420
건대입구역 7호선,화양동 6-3
공항시장역 9호선,공항동 산
신길역 5호선 3번출구,영등포동1가 35
수서역 3호선,수서동 728
고속터미널역 9호선,반포동 19-11
용두역 2호선,용두동 47-1
구반포역 9호선,반포동 817
신도림역 2호선,신도림동 460-26
신목동역 9호선,목동 136-2
합정역 6호선,합정동 414
상봉역 7호선,상봉동 100-9
용산역 경의중앙선,한강로3가 40-999
당산역 9호선,당산동6가 227-1
동대문역 4호선,종로6가 287-1
디지털미디어시티역 공항철도,상암동 1140
시청역 2호선,서소문동 90-1
서울역 4호선,동자동 14-151
양재역 신분당선,서초동 1366-9
사평역 9호선,반포동 128-7
고속터미널역 7호선,반포동 19-11
한성백제역 9호선,방이동 88-17
종로3가역 5호선,돈의동 39-1
동대문역사문화공원역 4호선,광희동2가 9
서울역 경의중앙선,봉래동2가 122-28
공덕역 공항철도 10번출구,서울 마포구 도화동 1-400
삼양역 우이신설선,미아동 791-4755
구룡역 수인분당선,개포동 175-3
이촌역 4호선,용산동5가 17-112
충무로역 4호선,서울 중구 필동2가 16-2
잠실역 8호선,신천동 7-4
도봉산역 7호선,도봉동 38-3
김포공항역 공항철도,방화동 886
왕십리역 수인분당선,행당동 168-151
도림천역 2호선,신도림동 323-16
까치산역 2호선,화곡동 662-5
마곡나루역 공항철도,마곡동 373-14
동대문역사문화공원역 5호선,광희동1가 235-6
석계역 6호선,월계동 25-2
군자역 7호선 5번출구,서울 광진구 능동 265-8
선릉역 수인분당선,삼성동 172-66
디지털미디어시티역 경의중앙선,수색동 37-2
천호역 8호선,천호동 455
을지로3가역 3호선,을지로3가 282-8
청량리역 경의중앙선,전농동 591-53
홍대입구역 경의중앙선,동교동 190-1
솔밭공원역 우이신설선,우이동 57-18
동묘앞역 6호선,숭인동 316-3
선정릉역 9호선,삼성동 111-114
공덕역 6호선,공덕동 439
온수역 1호선,온수동 51-7
종로3가역 3호선,묘동 20-5
동작역 9호선,동작동 326
상봉역 경춘선,상봉동 100-9
가락시장역 3호선,가락동 184-23
상봉역 경의중앙선 7번출구,서울 중랑구 상봉동 315-3
석촌역 9호선,석촌동 209
신당역 6호선,흥인동 162-1
왕십리역 경의중앙선,행당동 168-151
회기역 경의중앙선 2번출구,서울 동대문구 휘경동 267-140
연신내역 6호선,갈현동 397
영등포구청역 5호선,당산동3가 556-1
복정역 수인분당선,장지동 596-21
고덕지하철차량기지,서울 강동구 고덕동 10-4
수서역 수인분당선,수서동 728
삼각지역 6호선,한강로1가 228-1
청량리역 경춘선,전농동 591-53
김포공항역 5호선,방화동 886
4.19민주묘지역 우이신설선,우이동 72-182
왕십리역 5호선,행당동 192
태릉입구역 6호선,공릉동 616-4
수서역 3호선,수서동 728
고속터미널역 9호선,반포동 19-11
용두역 2호선,용두동 47-1
구반포역 9호선,반포동 817
신도림역 2호선,신도림동 460-26
신목동역 9호선,목동 136-2
합정역 6호선,합정동 414
상봉역 7호선,상봉동 100-9
용산역 경의중앙선,한강로3가 40-999
당산역 9호선,당산동6가 227-1
동대문역 4호선,종로6가 287-1
디지털미디어시티역 공항철도,상암동 1140
시청역 2호선,서소문동 90-1
서울역 4호선,동자동 14-151
양재역 신분당선,서초동 1366-9
사평역 9호선,반포동 128-7
고속터미널역 7호선,반포동 19-11
한성백제역 9호선,방이동 88-17
종로3가역 5호선,돈의동 39-1
동대문역사문화공원역 4호선,광희동2가 9
서울역 경의중앙선,봉래동2가 122-28
공덕역 공항철도 10번출구,서울 마포구 도화동 1-400
삼양역 우이신설선,미아동 791-4755
구룡역 수인분당선,개포동 175-3
이촌역 4호선,용산동5가 17-112
충무로역 4호선,서울 중구 필동2가 16-2
잠실역 8호선,신천동 7-4
도봉산역 7호선,도봉동 38-3
김포공항역 공항철도,방화동 886
왕십리역 수인분당선,행당동 168-151
도림천역 2호선,신도림동 323-16
까치산역 2호선,화곡동 662-5
마곡나루역 공항철도,마곡동 373-14
동대문역사문화공원역 5호선,광희동1가 235-6
석계역 6호선,월계동 25-2
군자역 7호선 5번출구,서울 광진구 능동 265-8
선릉역 수인분당선,삼성동 172-66
디지털미디어시티역 경의중앙선,수색동 37-2
천호역 8호선,천호동 455
을지로3가역 3호선,을지로3가 282-8
청량리역 경의중앙선,전농동 591-53
홍대입구역 경의중앙선,동교동 190-1
솔밭공원역 우이신설선,우이동 57-18
동묘앞역 6호선,숭인동 316-3
선정릉역 9호선,삼성동 111-114
공덕역 6호선,공덕동 439
온수역 1호선,온수동 51-7
종로3가역 3호선,묘동 20-5
동작역 9호선,동작동 326
상봉역 경춘선,상봉동 100-9
가락시장역 3호선,가락동 184-23
상봉역 경의중앙선 7번출구,서울 중랑구 상봉동 315-3
석촌역 9호선,석촌동 209
신당역 6호선,흥인동 162-1
왕십리역 경의중앙선,행당동 168-151
회기역 경의중앙선 2번출구,서울 동대문구 휘경동 267-140
연신내역 6호선,갈현동 397
영등포구청역 5호선,당산동3가 556-1
복정역 수인분당선,장지동 596-21
고덕지하철차량기지,서울 강동구 고덕동 10-4
수서역 수인분당선,수서동 728
삼각지역 6호선,한강로1가 228-1
청량리역 경춘선,전농동 591-53
김포공항역 5호선,방화동 886
4.19민주묘지역 우이신설선,우이동 72-182
왕십리역 5호선,행당동 192
태릉입구역 6호선,공릉동 616-4
수서역 3호선,수서동 728
고속터미널역 9호선,반포동 19-11
용두역 2호선,용두동 47-1
구반포역 9호선,반포동 817
신도림역 2호선,신도림동 460-26
신목동역 9호선,목동 136-2
합정역 6호선,합정동 414
상봉역 7호선,상봉동 100-9
용산역 경의중앙선,한강로3가 40-999
당산역 9호선,당산동6가 227-1
동대문역 4호선,종로6가 287-1
디지털미디어시티역 공항철도,상암동 1140
시청역 2호선,서소문동 90-1
서울역 4호선,동자동 14-151
양재역 신분당선,서초동 1366-9
사평역 9호선,반포동 128-7
고속터미널역 7호선,반포동 19-11
한성백제역 9호선,방이동 88-17
종로3가역 5호선,돈의동 39-1
동대문역사문화공원역 4호선,광희동2가 9
서울역 경의중앙선,봉래동2가 122-28
공덕역 공항철도 10번출구,서울 마포구 도화동 1-400
삼양역 우이신설선,미아동 791-4755
구룡역 수인분당선,개포동 175-3
이촌역 4호선,용산동5가 17-112
충무로역 4호선,서울 중구 필동2가 16-2
잠실역 8호선,신천동 7-4
도봉산역 7호선,도봉동 38-3
김포공항역 공항철도,방화동 886
왕십리역 수인분당선,행당동 168-151
도림천역 2호선,신도림동 323-16
까치산역 2호선,화곡동 662-5
마곡나루역 공항철도,마곡동 373-14
동대문역사문화공원역 5호선,광희동1가 235-6
석계역 6호선,월계동 25-2
군자역 7호선 5번출구,서울 광진구 능동 265-8
선릉역 수인분당선,삼성동 172-66
디지털미디어시티역 경의중앙선,수색동 37-2
천호역 8호선,천호동 455
을지로3가역 3호선,을지로3가 282-8
청량리역 경의중앙선,전농동 591-53
홍대입구역 경의중앙선,동교동 190-1
솔밭공원역 우이신설선,우이동 57-18
동묘앞역 6호선,숭인동 316-3
선정릉역 9호선,삼성동 111-114
공덕역 6호선,공덕동 439
온수역 1호선,온수동 51-7
종로3가역 3호선,묘동 20-5
동작역 9호선,동작동 326
상봉역 경춘선,상봉동 100-9
가락시장역 3호선,가락동 184-23
상봉역 경의중앙선 7번출구,서울 중랑구 상봉동 315-3
석촌역 9호선,석촌동 209
신당역 6호선,흥인동 162-1
왕십리역 경의중앙선,행당동 168-151
회기역 경의중앙선 2번출구,서울 동대문구 휘경동 267-140
연신내역 6호선,갈현동 397
영등포구청역 5호선,당산동3가 556-1
복정역 수인분당선,장지동 596-21
고덕지하철차량기지,서울 강동구 고덕동 10-4
