,word1,word2,freq
213,시설,체육,71
214,단계,연장,71
215,19,대구,70
216,예방접종,코로나,70
217,별,현황,70
218,진자,현재,69
219,현재,확,69
220,대전,두기,69
221,거리,대전,69
222,단계,인원,68
223,9,수,68
224,6,코로나,68
225,제주,코로나,68
226,중국,현황,68
227,가족,단계,67
228,19,발표,66
229,두기,부산,65
230,내용,단계,65
231,병원,코로나,65
232,결혼식,단계,65
233,제한,코로나,64
234,11,수,63
235,영업,코로나,63
236,전세계,현황,63
237,단계,전국,63
238,결혼식,코로나,63
239,광역시,코로나,62
240,단계,식당,62
241,강원도,코로나,61
242,지침,코로나,61
243,사망자,세계,61
244,순위,코로나,61
245,중국,진자,60
246,중국,확,60
247,19,미국,60
248,일일,코로나,58
249,19,국내,58
250,금일,코로나,58
251,10,19,58
252,19,중국,58
253,대전,진자,57
254,대전,확,57
255,식당,코로나,57
256,전세계,진자,57
257,베트남,현황,57
258,충남,코로나,57
259,전세계,확,57
260,세계,순위,57
261,방역,칙,56
262,금일,확,56
263,1,사회,56
264,금일,진자,56
265,단계,시간,56
266,서울,확,56
267,서울,진자,56
268,내용,코로나,55
269,19,자수,55
270,19,증상,55
271,대구,현황,55
272,수,한국,54
273,광주,진자,54
274,독일,코로나,53
275,전북,코로나,53
276,인천,확,53
277,7,코로나,53
278,상황,코로나,53
279,인천,진자,53
280,백신,사망자,53
281,19,확진,52
282,광주,확,51
283,단계,시설,51
284,개발,코로나,51
285,국가,코로나,51
286,신종,코로나,50
287,전국,현황,50
288,전남,코로나,50
289,코로나,태국,50
290,1,19,49
291,일일,진자,49
292,4,모임,49
293,가족,코로나,49
294,강원도,단계,49
295,일일,확,49
296,사망,코로나,48
297,종식,코로나,48
298,19,전세계,48
299,경남,단계,48
300,11,두기,48
301,11,거리,48
302,증상,초기,47
303,단계,울산,47
304,6,확,47
305,6,진자,47
306,북구,코로나,47
307,19,예방접종,47
308,청주,코로나,46
309,국가,별,46
310,초기,코로나,46
311,대만,코로나,46
312,단계,장례식,46
313,10,두기,46
314,10,거리,46
315,기간,단계,46
316,칙,코로나,46
317,단계,체육,45
318,19,치료,45
319,코로나,환자,45
320,창원,코로나,45
321,경북,확,44
322,가족,모임,44
323,거리,모임,44
324,두기,모임,44
325,영국,현황,44
326,4,가족,44
327,코로나,확인,44
328,경북,진자,44
329,거리,기간,44
330,전주,진자,44
331,전주,확,44
332,4,연장,44
333,경로,코로나,44
334,코로나,포항,43
335,19,베트남,43
336,뜻,코로나,43
337,4,수도권,43
338,격리,자가,43
339,비,수도권,43
340,단계,별,43
341,사망자,한국,43
342,교회,코로나,43
343,단계,영업,43
344,대구,두기,42
345,일일,현황,42
346,감염,코로나,42
347,바이러스,변,42
348,단계,회복,42
349,일상,회복,42
350,기간,두기,42
351,단계,일상,42
352,거리,대구,42
353,19,제,41
354,수,현재,41
355,별,진자,41
356,19,기준,41
357,가족,거리,41
358,지역별,코로나,41
359,별,확,41
360,가족,두기,41
361,순위,확,40
362,스페인,코로나,40
363,경로,진자,40
364,순위,진자,40
365,사회,연장,40
366,경로,확,40
367,단계,지역,40
368,가족,직계,39
369,코로나,프랑스,39
370,11,현황,39
371,속초,코로나,39
372,19,방역,39
373,국가,현황,39
374,19,바이러스,39
375,단계,학교,39
376,관리,본부,39
377,소,코로나,39
378,금지,집합,39
379,신종,확,39
380,신종,진자,39
381,단계,제주,39
382,19,전국,39
383,질병,청,38
384,관리,청,38
385,7,확,38
386,사망,자수,38
387,2,차,38
388,7,진자,38
389,시설,코로나,38
390,접종,차,38
391,경주,코로나,38
392,코로나,필리핀,38
393,충북,코로나,38
394,관련,주,38
395,식당,영업,38
396,정부,코로나,38
397,추이,코로나,37
398,본부,질병,37
399,19,8,37
400,서구,코로나,37
401,4,확,37
402,4,진자,37
403,이동,코로나,36
404,코로나,학원,36
405,이동,진자,36
406,코로나,후,36
407,시간,식당,36
408,강릉,코로나,36
409,이동,확,36
410,시기,코로나,36
411,세계,실시간,36
412,거리,인원,36
413,두기,체육,36
414,거리,체육,36
415,21,코로나,35
416,장례식,코로나,35
417,거리,새,35
418,두기,새,35
419,단계,학원,35
420,두기,시설,35
421,두기,인원,35
422,26,확,35
423,거리,시설,35
424,2,부산,35
425,4,기준,35
426,경로,이동,35
427,26,진자,35
428,2,조치,34
429,계란,코로나,34
430,진자,포항,34
431,완료,접종,34
432,바이러스,세계,34
433,베트남,진자,34
434,단계,창원,34
435,포항,확,34
436,베트남,확,34
437,종교시설,코로나,34
438,5,사회,34
439,김해,코로나,34
440,구미,코로나,33
441,뉴스,코로나,33
442,태국,확,33
443,한국,현재,33
444,진자,태국,33
445,3,부산,33
446,19,광주,33
447,인도,코로나,33
448,제주도,코로나,33
449,8,현황,33
450,19,순위,33
451,거리,경남,33
452,수원,코로나,33
453,경남,두기,33
454,2,격상,33
455,누적,코로나,33
456,영국,확,33
457,이탈리아,코로나,33
458,8,수,33
459,영국,진자,33
460,대응,코로나,33
461,단계,충남,33
462,단계,전주,32
463,진자,필리핀,32
464,보건소,코로나,32
465,대전,현황,32
466,4,방역,32
467,19,인천,32
468,개발,백신,32
469,2,연장,32
470,26,코로나,32
471,필리핀,확,32
472,2,접종,32
473,19,연장,31
474,미국,사망자,31
475,전북,확,31
476,서울,현황,31
477,전북,진자,31
478,경남,현황,31
479,사망자,일본,31
480,경남,진자,31
481,오후,코로나,31
482,경남,확,31
483,경기도,단계,31
484,현황,환자,31
485,대구,북구,31
486,전주시,코로나,31
487,경기도,확,31
488,21,확,31
489,21,진자,31
490,단계,제주도,31
491,경기도,진자,31
492,경기,코로나,31
493,싱가포르,코로나,31
494,발표,시간,31
495,포항,현황,30
496,인후,통,30
497,1,11,30
498,1,방역,30
499,진자,추이,30
500,러시아,코로나,30
501,격리,코로나,30
502,부산시,코로나,30
503,단계,인천,30
504,단계,청주,30
505,19,7,30
506,광주,시청,30
507,19,대전,30
508,인원,장례식,30
509,11,위드,30
510,사망자,수,30
511,식당,인원,30
512,19,개발,30
513,전라북도,코로나,30
514,코로나,학교,30
515,5,방역,30
516,추이,확,30
517,4,내용,29
518,개편안,거리,29
519,19,별,29
520,순천,코로나,29
521,결혼식,인원,29
522,싱가포르,진자,29
523,싱가포르,확,29
524,그래프,코로나,29
525,경산,코로나,29
526,개편안,두기,29
527,울산,확,29
528,전주,현황,29
529,관련,코로나,29
530,예약,코로나,29
531,체육,코로나,29
532,울산,진자,29
533,바이러스,증상,29
534,예방,코로나,29
535,2,방역,29
536,태국,현황,29
537,오후,확,28
538,식당,제한,28
539,몽골,진자,28
540,4,부산,28
541,몽골,확,28
542,장례식,제한,28
543,두기,식당,28
544,일별,코로나,28
545,강원도,진자,28
546,몽골,코로나,28
547,3,격상,28
548,대만,확,28
549,오후,진자,28
550,거리,시간,28
551,강원도,확,28
552,5,진자,28
553,원주,코로나,28
554,대만,진자,28
555,11,사회,28
556,구미,확,28
557,양산,코로나,28
558,거리,식당,28
559,구미,진자,28
560,경북,단계,28
561,5,확,28
562,3,광주,28
563,19,검사,27
564,충주,코로나,27
565,발표,사회,27
566,11,19,27
567,1,지침,27
568,접촉,코로나,27
569,차,코로나,27
570,독일,현황,27
571,4,식당,27
572,두기,완화,27
573,거리,완화,27
574,4,기간,27
575,남구,코로나,27
576,지역,진자,27
577,지역,확,27
578,두기,시간,27
579,신종,현황,27
580,19,스페인,26
581,3,내용,26
582,단계,전북,26
583,수,오늘,26
584,2,수도권,26
585,4,결혼식,26
586,3,조치,26
587,프랑스,확,26
588,단계,칙,26
589,이상,인,26
590,9,확진,26
591,소재,코로나,26
592,4,인원,26
593,11,4,26
594,시설,실내,26
595,2,기준,26
596,마스크,코로나,26
597,대구,오늘,26
598,청주,확,26
599,단계,조정,26
600,28,진자,26
601,시청,홈페이지,26
602,고등학교,코로나,26
603,사망자,전세계,26
604,진자,프랑스,26
605,진자,청주,26
606,28,확,26
607,단계,위기,26
608,단계,충북,26
609,김천,코로나,25
610,신규,오늘,25
611,28,9,25
612,라이브,코로나,25
613,19,예방,25
614,기준,모임,25
615,19,금일,25
616,3,인원,25
617,강원도,현황,25
618,3,대전,25
619,백신,한국,25
620,검사,보건소,25
621,누적,확,25
622,단계,직계,25
623,양양,코로나,25
624,코로나바이러스,확,25
625,3,계란,25
626,진자,코로나바이러스,25
627,주,코로나,25
628,누적,진자,25
629,25,9,25
630,코로나,해외,25
631,4,조치,25
632,실내,체육,25
633,골프장,단계,25
634,자가,코로나,25
635,제주,확,24
636,경기도,현황,24
637,인도네시아,코로나,24
638,발표,연장,24
639,지역별,현황,24
640,부산,사회,24
641,동선,부산,24
642,제주,진자,24
643,두기,충남,24
644,거리,충남,24
645,기간,사회,24
646,군산,코로나,24
647,델타,변,24
648,단계,위드,24
649,백신,부작용,24
650,두기,전국,24
651,몽골,현황,24
652,10,18,24
653,단계,속초,24
654,19,종식,24
655,대만,현황,24
656,안동,코로나,24
657,20,코로나,24
658,그래프,현황,24
659,9,자수,24
660,코로나,확산,24
661,거리,전국,24
662,중학교,코로나,24
663,1,기준,24
664,유럽,코로나,24
665,천안,코로나,24
666,단계,종교시설,24
667,서울시,코로나,23
668,심각,코로나,23
669,12,코로나,23
670,19,격상,23
671,26,현황,23
672,시,코로나,23
673,2,지침,23
674,25,진자,23
675,거리,울산,23
676,국내,오늘,23
677,3,가족,23
678,8,인,23
679,25,확,23
680,1,위드,23
681,발표,정부,23
682,두기,울산,23
683,4,시설,23
684,4,장례식,23
685,2,진자,23
686,2,확,23
687,백신,일본,23
688,인천,현황,22
689,10,26,22
690,그래프,확,22
691,금일,현황,22
692,그래프,진자,22
693,거리,교회,22
694,교회,두기,22
695,검사,소,22
696,거리,서울시,22
697,19,울산,22
698,19,뜻,22
699,두기,서울시,22
700,19,영국,22
701,거리,추석,22
702,백신,예약,22
703,원주,진자,22
704,독일,확,22
705,원주,확,22
706,18,확,22
707,18,진자,22
708,19,계란,22
709,25,코로나,22
710,독일,진자,22
711,20,확,22
712,20,진자,22
713,조정,코로나,22
714,강릉,단계,22
715,동구,코로나,22
716,발열,코로나,22
717,대전,발표,22
718,일본,접종,22
719,사회,서울,22
720,29,코로나,22
721,거리,격상,22
722,광역시,진자,22
723,광역시,확,22
724,전남,확,21
725,단계,지방,21
726,어제,코로나,21
727,어제,진자,21
728,해외,현황,21
729,강원도,두기,21
730,시청,코로나,21
731,스페인,현황,21
732,대구,동구,21
733,전남,진자,21
734,두기,추석,21
735,부산,영업,21
736,기간,진자,21
737,기간,확,21
738,단계,지역별,21
739,인도네시아,확,21
740,인도네시아,진자,21
741,인도네시아,현황,21
742,부산광역시,코로나,21
743,두기,학교,21
744,19,경남,21
745,거리,학교,21
746,전라북도,확,21
747,전라북도,진자,21
748,단계,천안,21
749,3,결혼식,21
750,영업,제한,21
751,김해,단계,21
752,신규,일본,21
753,16,확,21
754,광주,현황,21
755,거리,경기도,21
756,개발,제,21
757,개발,치료,21
758,경기도,두기,21
759,19,일일,21
760,렘데,시비르,21
761,어제,확,21
762,16,진자,21
763,어제,현황,21
764,강원도,거리,21
765,거제,코로나,21
766,6,현황,21
767,지역별,확,21
768,2,대전,21
769,3,식당,21
770,방법,코로나,21
771,5,지침,21
772,필리핀,현황,21
773,검사,시간,21
774,충남,현황,21
775,3,모임,21
776,광주,중학교,21
777,7,현황,21
778,2,대구,21
779,우리나라,코로나,21
780,접종,후,21
781,지역별,진자,21
782,단계,심각,21
783,위기,코로나,20
784,16,코로나,20
785,거리,청주,20
786,19,서울,20
787,별,조치,20
788,광주,두기,20
789,안동,확,20
790,거리,광주,20
791,병원,확,20
792,경북,현황,20
793,단계,카페,20
794,수도권,인원,20
795,잠복기,코로나,20
796,소,진료,20
797,두기,청주,20
798,싱가포르,현황,20
799,대전,사회,20
800,여수,코로나,20
801,4,서울,20
802,19,칙,20
803,10,신규,20
804,사회,수도권,20
805,18,거리,20
806,19,확산,20
807,서울,인원,20
808,4,현황,20
809,18,두기,20
810,완화,코로나,20
811,안동,진자,20
812,부산,시간,20
813,가족,사회,20
814,모임,서울,20
815,어린이집,코로나,20
816,경주,진자,20
817,두기,인천,20
818,경주,확,20
819,병원,진자,20
820,19,경북,20
821,기준,사적,20
822,거리,인천,20
823,격상,두기,20
824,예약,접종,19
825,변,코로나,19
826,코로나,터키,19
827,인사말,코로나,19
828,29,진자,19
829,김천,확,19
830,2,광주,19
831,29,확,19
832,이스라엘,코로나,19
833,광주,병원,19
834,9,오후,19
835,모임,사회,19
836,19,6,19
837,교회,단계,19
838,거리,직계,19
839,18,코로나,19
840,13,진자,19
841,3,직계,19
842,13,확,19
843,4,체육,19
844,달서구,코로나,19
845,3,영업,19
846,3,시간,19
847,수원,확,19
848,그래픽,코로나,19
849,26,9,19
850,1,진자,19
851,거리,종교시설,19
852,두기,종교시설,19
853,김천,진자,19
854,순위,전세계,19
855,전,코로나,19
856,1,확,19
857,23,확,19
858,두기,직계,19
859,기준,진자,19
860,15,진자,19
861,거리,위드,19
862,4,학원,19
863,모임,저녁,19
864,15,확,19
865,두기,위드,19
866,기준,확,19
867,수원,진자,19
868,15,코로나,19
869,23,진자,19
870,19,사전예약,18
871,지역,현황,18
872,백신,차,18
873,선,소,18
874,사전예약,코로나,18
875,사이트,코로나,18
876,단계,부산시,18
877,시설,실외,18
878,일본,자수,18
879,대구,동선,18
880,두기,학원,18
881,결혼식,제한,18
882,3,학교,18
883,19,어제,18
884,9,신규,18
885,단계,대응,18
886,거리,접종,18
887,19,조정,18
888,이탈리아,진자,18
889,거리,학원,18
890,19,기간,18
891,두기,접종,18
892,골프장,두기,18
893,거리,골프장,18
894,모임,인,18
895,이탈리아,확,18
896,2,인원,18
897,2,모임,18
898,24,코로나,18
899,19,국가,18
900,단계,실내,18
901,원주,현황,18
902,3,방역,18
903,단계,사적,18
904,동선,인천,18
905,부산,지역,18
906,강릉,확,18
907,강릉,진자,18
908,실외,체육,18
909,단계,전남,18
910,코로나바이러스,현황,18
911,2,주,18
912,5,기준,18
913,대구,시청,18
914,바이러스,파라,18
915,청주,현황,18
916,선,진료,18
917,13,코로나,17
918,대전광역시,코로나,17
919,접종,혜택,17
920,7,수,17
921,부산,인원,17
922,23,코로나,17
923,시,진자,17
924,사회,시설,17
925,김해,진자,17
926,경기,진자,17
927,브리핑,코로나,17
928,거제,현황,17
929,4,대전,17
930,거제,진자,17
931,속초,진자,17
932,6,오후,17
933,사업,코로나,17
934,거리,창원,17
935,속초,확,17
936,결과,코로나,17
937,대전,인원,17
938,두기,창원,17
939,2,기간,17
940,대구,인원,17
941,개편안,사회,17
942,상주,코로나,17
943,현재,현황,17
944,두통,코로나,17
945,남구,확,17
946,양산,진자,17
947,남구,진자,17
948,28,코로나,17
949,16,현황,17
950,선,코로나,17
951,김해,확,17
952,4,인,17
953,거제,확,17
954,경보,단계,17
955,영천,코로나,17
956,경기,확,17
957,안산,코로나,17
958,19,심각,17
959,양산,확,17
960,코로나,홍천,17
961,날씨,오늘,17
962,22,코로나,17
963,생활,코로나,17
964,거리,현재,17
965,시,확,17
966,사망자,접종,17
967,그래픽,현황,17
968,개발,현황,16
969,달성군,코로나,16
970,8,명,16
971,랜드,패밀리,16
972,첫,코로나,16
973,전주시,현황,16
974,일본,확진,16
975,qr,코드,16
976,경보,위기,16
977,인도,확,16
978,인도,진자,16
979,브,센티,16
980,서구,진자,16
981,사회,완화,16
982,번,코로나,16
983,19,광역시,16
984,자수,한국,16
985,광주,북구,16
986,4,골프장,16
987,대구,종교시설,16
988,부산,현재,16
989,19,대응,16
990,6,이후,16
991,서구,확,16
992,19,충남,16
993,24,확,16
994,단계,확인,16
995,거리,실내,16
996,강원,코로나,16
997,신규,어제,16
998,바이러스,종류,16
999,변,증상,16
1000,코로나,판,16
1001,기간,바이러스,16
1002,광역시,단계,16
1003,두기,현재,16
1004,바이러스,생존,16
1005,러시아,진자,16
1006,러시아,확,16
1007,두기,정안,16
1008,24,진자,16
1009,두기,실내,16
1010,거리,정안,16
1011,단계,충주,16
1012,대본,중,16
1013,9,발생,16
1014,단계,비,16
1015,19,지침,16
1016,수칙,코로나,16
1017,거리,제주도,16
1018,광역시,현황,16
1019,두기,제주도,16
1020,모임,제한,16
1021,10,16,16
1022,충남,확,15
1023,진료,코로나,15
1024,예방,칙,15
1025,시간,진자,15
1026,시간,확,15
1027,구미,현황,15
1028,기준,별,15
1029,무증상,코로나,15
1030,국내,백신,15
1031,진자,충남,15
1032,19,위기,15
1033,19,관련,15
1034,세계,지도,15
1035,순서,코로나,15
1036,종류,코로나,15
1037,대구,제한,15
1038,구장,단계,15
1039,검사,결과,15
1040,4,지침,15
1041,수,일본,15
1042,캄보디아,코로나,15
1043,접촉,확,15
1044,위드,종교시설,15
1045,대구시,코로나,15
1046,거리,제주,15
1047,북구,확,15
1048,북구,진자,15
1049,상주,확,15
1050,10,사회,15
1051,상주,진자,15
1052,두기,장례식,15
1053,캐나다,코로나,15
1054,3,확,15
1055,3,진자,15
1056,거리,장례식,15
1057,국가,확,15
1058,22,확,15
1059,2,경남,15
1060,단계,음식점,15
1061,생존,코로나,15
1062,기관,코로나,15
1063,일별,현황,15
1064,19,포항,15
1065,19,그래픽,15
1066,단계,상견례,15
1067,국가,진자,15
1068,21,9,15
1069,전북,현황,15
1070,19,그래프,15
1071,사이트,현황,15
1072,22,진자,15
1073,19,경기도,15
1074,8,거리,15
1075,접촉,진자,15
1076,25,현황,15
1077,시행,코로나,15
1078,센티,인,15
1079,브,인,15
1080,결혼식,두기,15
1081,거리,결혼식,15
1082,개편,두기,15
1083,개편,거리,15
1084,대구,소재,15
1085,8,두기,15
1086,기준,서울,15
1087,식사,인원,15
1088,번,진자,15
1089,번,확,15
1090,광역,시청,15
1091,7,두기,15
1092,7,거리,15
1093,두기,조정,15
1094,거리,조정,15
1095,검사,수,14
1096,두기,제주,14
1097,30,확,14
1098,5,수,14
1099,브라질,코로나,14
1100,21,현황,14
1101,10,21,14
1102,29,수,14
1103,19,제주,14
1104,모임,수도권,14
1105,군산,확,14
1106,단계,서울시,14
1107,30,코로나,14
1108,청도,코로나,14
1109,미국,자수,14
1110,군산,진자,14
1111,30,진자,14
1112,이상,집합,14
1113,여행,코로나,14
1114,누적,한국,14
1115,모임,부산,14
1116,28,현황,14
1117,12,확,14
1118,12,진자,14
1119,광역,광주,14
1120,관리,시스템,14
1121,서울,제한,14
1122,26,수,14
1123,발생,세계,14
1124,경보,코로나,14
1125,6,인,14
1126,국내,신규,14
1127,4,사적,14
1128,그래픽,확,14
1129,델타,증상,14
1130,진자,해외,14
1131,해외,확,14
1132,음식점,코로나,14
1133,거리,전주,14
1134,두기,전주,14
1135,기준,사회,14
1136,센터,코로나,14
1137,4,칙,14
1138,발열,증상,14
1139,집합,코로나,14
1140,사회,체육,14
1141,그래픽,진자,14
1142,부산,제한,14
1143,대전,방역,14
1144,10,11,14
1145,홍천,확,14
1146,19,추이,14
1147,세계,접종,14
1148,신,제약,14
1149,진자,추가,14
1150,강릉,현황,14
1151,추가,코로나,14
1152,추가,확,14
1153,주,치료,14
1154,관련,치료,14
1155,19,상황,14
1156,10,확진,14
1157,29,9,14
1158,김해,현황,14
1159,진자,홍천,14
1160,두기,전북,14
1161,최대,코로나,14
1162,아산,코로나,14
1163,영주,코로나,14
1164,남구,부산,14
1165,창원,현황,14
1166,광주시,코로나,14
1167,거리,전북,14
1168,수도권,제한,13
1169,시간,제한,13
1170,수도권,식당,13
1171,스페인,진자,13
1172,용,제,13
1173,20,수,13
1174,용,치료,13
1175,거리,마지막,13
1176,순천,확,13
1177,두기,마지막,13
1178,순천,진자,13
1179,단계,대전광역시,13
1180,스페인,확,13
1181,서울,현재,13
1182,금지,이상,13
1183,터키,현황,13
1184,의료,코로나,13
1185,10,23,13
1186,19,완화,13
1187,19,판,13
1188,변경,코로나,13
1189,백신,후,13
1190,부산,오늘,13
1191,두기,카페,13
1192,거리,카페,13
1193,부작용,코로나,13
1194,관련,백신,13
1195,백신,주,13
1196,3,시설,13
1197,16,19,13
1198,진자,최대,13
1199,최대,확,13
1200,2,울산,13
1201,사망자,영국,13
1202,두기,비,13
1203,거리,비,13
1204,거리,제한,13
1205,병원,요양,13
1206,요양,코로나,13
1207,코로나,콧물,13
1208,6,모임,13
1209,시작,코로나,13
1210,국내,사망자,13
1211,울산,현황,13
1212,19,지역,13
1213,3,장례식,13
1214,금지,코로나,13
1215,4,상견례,13
1216,김천,현황,13
1217,4,제주,13
1218,전남,현황,13
1219,거리,사적,13
1220,두기,사적,13
1221,프랑스,현황,13
1222,치료,확,13
1223,진자,치료,13
1224,격상,부산,13
1225,은평구,코로나,13
1226,코로나,화성시,13
1227,10,자수,13
1228,단계,숙박시설,13
1229,시도,현황,13
1230,진자,첫,13
1231,첫,확,13
1232,시도,코로나,13
1233,별,시도,13
1234,18,9,13
1235,19,일별,13
1236,발생,부산,13
1237,지방,코로나,13
1238,부산진구,코로나,13
1239,11,단계,13
1240,대구,신규,13
1241,금정구,코로나,13
1242,대전,동선,13
1243,달성군,확,13
1244,달성군,진자,13
1245,인원,집합,13
1246,인,집합,13
1247,인,코로나,13
1248,명,코로나,13
1249,사회,인천,13
1250,발표,부산,13
1251,세계,전,12
1252,3,수도권,12
1253,3,전북,12
1254,코로나,호주,12
1255,19,전,12
1256,수도권,시간,12
1257,2,백신,12
1258,19,예약,12
1259,경주,단계,12
1260,8,모임,12
1261,19,확인,12
1262,기준,접촉,12
1263,단계,전라북도,12
1264,거리,지방,12
1265,두기,지방,12
1266,금지,인,12
1267,전,현황,12
1268,서구,인천,12
1269,수,인원,12
1270,감염,현황,12
1271,수도권,영업,12
1272,충주,확,12
1273,사회,충남,12
1274,동해,코로나,12
1275,연령,코로나,12
1276,두기,지침,12
1277,4,지역,12
1278,고양시,코로나,12
1279,19,정부,12
1280,거리,지침,12
1281,두기,충북,12
1282,10,20,12
1283,골프,스크린,12
1284,거리,충북,12
1285,초등학교,코로나,12
1286,광주,사회,12
1287,pc,방,12
1288,이스라엘,현황,12
1289,일별,진자,12
1290,일별,확,12
1291,위드,인원,12
1292,진자,충주,12
1293,2,영업,12
1294,청도,확,12
1295,관리,홈페이지,12
1296,맥스,피,12
1297,영천,진자,12
1298,영천,확,12
1299,발생,확,12
1300,단계,수칙,12
1301,발생,진자,12
1302,경산,확,12
1303,양천구,코로나,12
1304,백신,사전예약,12
1305,경산,진자,12
1306,사전예약,접종,12
1307,11,6,12
1308,19,유럽,12
1309,19,주,12
1310,카페,코로나,12
1311,부산,시청,12
1312,경기,현황,12
1313,8,신규,12
1314,검사,광주,12
1315,28,수,12
1316,진자,청도,12
1317,백신,세계,12
1318,아스,카,12
1319,25,수,12
1320,아스,트,12
1321,제주,현황,12
1322,카,트,12
1323,코로나,해운대,12
1324,병원,전대,12
1325,두통,증상,12
1326,병원,부산,12
1327,증상,콧물,12
1328,관련,제,12
1329,강원,확,12
1330,진자,창원,12
1331,이스라엘,확,12
1332,실시간,판,12
1333,창원,확,12
1334,기간,생존,12
1335,제,주,12
1336,19,전주,12
1337,동선,전주,12
1338,이스라엘,진자,12
1339,오후,현황,12
1340,모임,접종,12
1341,질병,홈페이지,12
1342,21,수,12
1343,강원,진자,12
1344,본부,홈페이지,12
1345,말레이시아,코로나,11
1346,가능,인원,11
1347,2,서울,11
1348,예식장,코로나,11
1349,기침,코로나,11
1350,대전,연장,11
1351,3,전주,11
1352,발생,시,11
1353,두기,숙박,11
1354,거리,숙박,11
